ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur
MX 0 FRIBG 19870565,,,,,,Orchidaceae,,,,Stanhopea graveolens Lindl.,Serre 2
XX 0 FRIBG 10000239,,,,,,Orchidaceae,,,,Stanhopea hernandezii Schltr.,Serre 2
XX 0 FRIBG 10000240,,,,,,Orchidaceae,,,,Stanhopea hernandezii Schltr.,Serre 2
XX 0 FRIBG 10000241,,,,,,Orchidaceae,,,,Stanhopea hernandezii Schltr.,Serre 4
XX 0 FRIBG 20160622,,,,,,Orchidaceae,,,,Stanhopea marizana Jenny,Serre 2
XX 0 FRIBG 10000243,,,,,,Orchidaceae,,,,Stanhopea oculata Lindl.,Serre 2
XX 0 FRIBG 10000244,,,,,,Orchidaceae,,,,Stanhopea oculata Lindl.,Serre 2
XX 0 FRIBG 10000245,,,,,,Orchidaceae,,,,Stanhopea oculata Lindl.,Serre 4
XX 0 FRIBG 20160624,,,,,,Orchidaceae,,,,Stanhopea sp.,Serre 2
XX 0 FRIBG 20160625,,,,,,Orchidaceae,,,,Stanhopea sp.,Serre 2
XX 0 FRIBG 10000246,,,,,,Orchidaceae,,,,Stanhopea tigrina Bateman,Serre 2
XX 0 FRIBG 19960439,,,,,,Orchidaceae,,,,Stanhopea tigrina Bateman,Serre 2
XX 0 FRIBG 19910697,,,,,,Orchidaceae,,,,Stanhopea wardii Lodd.,Serre 2
XX 0 FRIBG 20190379,,,,,,Asclepiadaceae,,,,Stapelia gettliffei R. Pott,Multiplication
XX 0 FRIBG 10002288,,,,,,Apocynaceae,,,,Stapelia grandiflora Masson,Serre 1 S-Afr.
XX 0 FRIBG 20190378,,,,,,Apocynaceae,,,,Stapelia pillansii N.E. Br.,Multiplication
XX 0 FRIBG 20120335,,,,,,Apocynaceae,,,,Stapelia sp.,Serre 1 S-Afr.
XX 0 FRIBG 10002291,,,,,,Staphyleaceae,,,,Staphylea pinnata L.,Système 3
XX 0 FRIBG 10000197,,,,,,Caryophyllaceae,,,,Stellaria graminea L.,Système 3
XX 0 FRIBG 10002292,,,,,,Caryophyllaceae,,,,Stellaria media L.,Système 3
CH 0 FRIBG 20050048,,,,,,Asteraceae,,,,Stemmacantha rhapontica (L.) Dittr. subsp. rhapontica,Alp. calcaire 3
CH 0 FRIBG 20010382,Clément Benoit,,,,,Asteraceae,,,,Stemmacantha rhapontica subsp. lamarkii Dittrich,Alp. siliceux
XX 0 FRIBG 20070489,,,,,,Cactaceae,,,,Stenocactus lancifer (A. Dietr.) Backeb. et F.M. Knuth,Serre 1 Am.
XX 0 FRIBG 20120281,,,,,,Cactaceae,,,,Stenocactus multicostatus (Hildm.) A.W. Hill,Serre 1 Am.
XX 0 FRIBG 20170056,,,,,,Orchidaceae,,,,Stenoglottis fimbriata Lindl.,Serre froide
XX 0 FRIBG 20160304,,,,,,Rosaceae,,,,Stephanandra incisa (Thunb.) Zabel 'Crispa',Système 2
XX 0 FRIBG 20160303,,,,,,Rosaceae,,,,Stephanandra tanakae Franch. et Sav.,Système 2
IL 0 FRIBG 20130043,,,,,,Amaryllidaceae,,,,Sternbergia clusiana Spreng.,Géophytes
,,,,Châssis,,Amaryllidaceae,,,,Sternbergia lutea (L.) Spring.,Pl. médit.
XX 0 FRIBG 19950641,,,,,,Amaryllidaceae,,,,Sternbergia lutea (L.) Spring.,Géophytes
XX 0 FRIBG 20140334,,,,,,Asteraceae,,,05 g,Stevia rebaudiana (Bertoni) Hemsl. 'Zucchero',Serre 5
XX 0 FRIBG 20080451,,,,,,Theaceae,,,,Stewartia pseudocamellia Maxim.,Place du bouleau
XX 0 FRIBG 20070307,,,,,,Theaceae,,,,Stewartia pseudocamellia var. koreana ( Rehder) Sealy,Système 2
CH 0 FRIBG 20020469,,,,,,Poaceae,,,,Stipa capillata L.,Steppe val.
XX 0 FRIBG 10002298,,,,,,Poaceae,,,,Stipa gigantea Link,Pl. médit.
XX 0 FRIBG 10002932,,,,,,Poaceae,,,,Stipa pennata L.,Alp. siliceux
FR 0 FRIBG 20070417,,,,,,Poaceae,,,,Stipa pennata L.,Steppe val.
XX 0 FRIBG 10002302,,,,Feuilles,,Hydrocharitaceae,,,,Stratiotes aloides L.,Pl. aquatiques
XX 0 FRIBG 20000163,,,,,,Gesneriaceae,,,,Streptocarpus caulescens Vatke,Multiplication
XX 0 FRIBG 10000433,,Bouture,,,,Gesneriaceae,,,,Streptocarpus sp.,Serre 4
XX 0 FRIBG 20070547,,Bouture,,,,Gesneriaceae,,,,Streptocarpus sp.,Serre 4
XX 0 FRIBG 20200140,,,,,,Acanthaceae,,,,Strobilanthes atropurpureus Ness,Système 1
TH 0 FRIBG 20090440,,,,,,Fabaceae,,,,Strongylodon macrobotrys A. Gray,Serre 4
XX 0 FRIBG 19780010,,,,,,Apocynaceae,,,,Strophanthus gratus Baill.,Serre 5
XX 0 FRIBG 19800002,,,,,,Apocynaceae,,,,Strophanthus hispidus D.C.,Serre 5
XX 0 BAS 949/97,,,,,,Amaryllidaceae,,,,Strumaria undulata Jacq.,Serre 1 S-Afr.
XX 0 BHU F-2010-0442,,,,,,Papaveraceae,,,,Stylophorum lasiocarpum (Oliv.) Fedde,Système 3
GR 0 FRIBG 19910615,,,,Feuilles,,Styracaceae,,,,Styrax officinalis L.,Pl. médit.
XX 0 FRIBG 10000221,"Sciboz Jacques, 2000",,,,,Caprifoliaceae,,,,Succisa pratensis Moench,Système 1
EE 0 BHU 2013-0460,,,,,,Caprifoliaceae,,,,Succisa pratensis Moench,Zone humide
XX 0 FRIBG 20120305,,,,,,Cactaceae,,,,Sulcorebutia rauschii G. Frank,Serre 1 Am.
CH 0 FRIBG 20100441,,,,,,Gentianaceae,,,,Swertia perennis L.,Pl. protégées
CH 0 RAMB 209908,,,,,,Gentianaceae,,,,Swertia perennis L.,Zone humide
CH 0 FRIBG 20160575,,,,,,Gentianaceae,,,,Swertia perennis L.,Alp. calcaire 2
XX 0 FRIBG 10002308,,,,,,Caprifoliaceae,,,,Symphoricarpos albus (L.) S.F. Blake s.l.,Système 1
XX 0 FRIBG 20160404,,,,,,Asteraceae,,,,Symphyotrichum oblongifolium (Nutt.) G.L. Nesom,Système 1
XX 0 FRIBG 10002310,"Sciboz Jacques, 1997",,,,,Boraginaceae,,,,Symphytum asperum Lepech.,Système 1
XX 0 FRIBG 10002311,,,,,,Boraginaceae,,,,Symphytum officinalis L.,Médicinal
XX 0 FRIBG 10000435,,Bouture,,,,Araceae,,,,Syngonium auritum (L.) Schott,Serre 4
XX 0 FRIBG 20150376,,,,,,Oleaceae,,,,Syringa persica L.,Système 1
XX 0 FRIBG 20080499,,,,,,Oleaceae,,,,Syringa vulgaris L. 'Michel Buchner',Système 1
XX 0 FRIBG 20180476,,,,,,Myrtaceae,,,,Syzygium jambos (L.) Alston,Serre 5
XX 0 FRIBG 20200367,,,,,,Myrtaceae,,,,Syzygium jambos (L.) Alston,Multiplication
XX 0 FRIBG 20150073,,,,,,Dioscoreaceae,,,05 g,Tacca chantrieri André,Multiplication
XX 0 DR 003260,,Semis,,,,Dioscoreaceae,,,,Tacca chantrieri André,Serre 4
XX 0 FRIBG 10002321,,,,,,Asteraceae,,,17 s,Tagetes erecta L.,Système 1
XX 0 FRIBG 10000074,,,,,,Asteraceae,,,17 s,Tagetes lucida Cav.,Système 1
XX 0 FRIBG 10002322,,,,,,Asteraceae,,,17 s,Tagetes patula L.,Système 1
XX 0 FRIBG 10002323,,,,,,Asteraceae,,,17 s,Tagetes tenuifolia Cav.,Système 1
XX 0 FRIBG 20140362,,,,,,Portulacaceae,,,,Talinum caffrum (Thunb.) Eckl. & Zeyh.,Multiplication
XX 0 FRIBG 10000198,,,,,,Talinaceae,,,13 s,Talinum paniculatum (Jacq.) Gaertn.,Système 3
XX 0 FRIBG 10002324,,,,,,Tamaricaceae,,,,Tamarix parviflora DC.,Pl. médit.
XX 0 FRIBG 20140305,,,,,,Tamaricaceae,,,,Tamarix ramosissima Ledeb.,Système 3
CH 0 FRIBG 20160368,Sciboz J.,,,,,Dioscoreaceae,,,,Tamus communis L.,Système 4
XX 0 FRIBG 10002327,,,,,,Asteraceae,,,,Tanacetum balsamita L.,Système 1
XX 0 FRIBG 10002327,,,,,,Asteraceae,,,,Tanacetum balsamita L.,Médicinal
XX 0 FRIBG 20000435,,,,,,Asteraceae,,,,Tanacetum cinerariifolium (Trevir.) Sch. Bip.,Système 1
XX 0 FRIBG 19890025,,,,,,Asteraceae,,,,Tanacetum coccineum (Willd.) Grierson,Système 1
XX 0 FRIBG 10002328,,,,,,Asteraceae,,,,Tanacetum corymbosum (L.) Sch. Bip.,Alp. calcaire 1
XX 0 FRIBG 10000007,,,,,,Asteraceae,,,,Tanacetum parthenium (L.) Sch. Bip.,Médicinal
XX 0 FRIBG 10002330,,,,,,Asteraceae,,,,Tanacetum vulgare L.,Système 1
XX 0 FRIBG 20110329,,,,,,Asteraceae,,,,Taraxacum atrans Schischk.,Bacs tuf
XX 0 FRIBG 10002332,,,,,,Asteraceae,,,,Taraxacum officinale aggr.,Système 1
XX 0 FRIBG 10002766,,,,,,Asteraceae,,,,Taraxacum officinale aggr.,Médicinal
XX 0 FRIBG 20110068,,,,,,Asteraceae,,,,Taraxacum phymatocarpum J. Vahl,Rocaille 3
XX 0 FRIBG 10002333,,,,,,Taxodiaceae,,,,Taxodium distichum (L.) Rich. var. distichum,Arboretum
XX 0 FRIBG 10002714,,,,,,Taxaceae,,,,Taxus baccata L. femelle,Arboretum
XX 0 FRIBG 10002334,,,,,,Taxaceae,,,,Taxus baccata L. mâle,Arboretum
XX 0 FRIBG 10002714,,,,,,Taxaceae,,,,Taxus baccata L. mâle,Médicinal
CH 0 FRIBG 20150405,,,,,,Taxaceae,,,,Taxus baccata L. mâle,Système 4
XX 0 FRIBG 10003256,,,,,,Taxaceae,,,,Taxus baccata L. mâle,Alp. calcaire 1
XX 0 FRIBG 10002337,,,Couches,,,Amaranthaceae,,,,Telanthera amoena Regel,Système 3
XX 0 FRIBG 19880097,"Mölders Wolfgang, 1990",,,,,Asteraceae,,,,Telekia speciosa (Schreb.) Baumg.,Système 1
XX 0 FRIBG 10000199,"Sciboz Jacques, 2002",,,,,Caryophyllaceae,,,,Telephium imperati L.,Système 3
FR 0 FRIBG 20030497,,,,,,Caryophyllaceae,,,,Telephium imperati L.,Steppe val.
XX 0 FRIBG 20200034,,,,,,Saxifragaceae,,,,Tellima grandiflora (Pursh) Lindl.,Système 2
XX 0 FRIBG 19990302,Maigre Jérémiy,,,,,Cactaceae,,,,Tephrocactus articulatus (Pfeiffer) Backeb.,Serre 1 Am.
XX 0 FRIBG 10002339,,,,,,Asteraceae,,,,Tephroseris helenitis (L.) B. Nord. s.l.,Alp. calcaire 4
XX 0 FRIBG 10002715,,,,,,Asteraceae,,,,Tephroseris helenitis (L.) B. Nord. s.l.,Zone humide
XX 0 FRIBG 19730603,,,,,,Dioscoreaceae,,,,Testudinaria elephantipes Lindl.,Serre 1 S-Afr.
CN 0 FRIBG 20090252,,,,,,Trochodendraceae,,,,Tetracentron sinense Oliv.,Système 3
XX 0 FRIBG 10002343,,,,,,Aizoaceae,,,13 s,Tetragonia echinata Aiton,Système 3
XX 0 FRIBG 10002344,,,,,,Aizoaceae,,,13 s,Tetragonia tetragonioides (Pall.) Kuntze,Système 3
XX 0 FRIBG 20031202,,,,,,Fabaceae,,,16,Tetragonolobus purpureus Moench,Système 2
XX 0 FRIBG 20000169,,Semis,,,,Plantaginaceae,,,05 g,Tetranema roseum (M.Martens & Galeotti) Standl. & Steyerm.,Serre 4
XX 0 FRIBG 10000437,,Bouture,,,,Vitaceae,,,,Tetrastigma voinierianum (Baltet) Gagnep.,Serre 4
XX 0 FRIBG 10000200,,,,,,Lamiaceae,,,18,Teucrium botrys L.,Système 1
CH 0 FRIBG 19930613,"Thöni Erich Neyruz/ Schöpfer Josef, 1996",,,,,Lamiaceae,,,,Teucrium chamaedrys L.,Système 1
CH 0 FRIBG 19930613,"Thöni Erich Neyruz/ Schöpfer Josef, 1996",,,,,Lamiaceae,,,,Teucrium chamaedrys L.,Steppe val.
XX 0 FRIBG 19980509,,,,,,Lamiaceae,,,,Teucrium chamaedrys L.,Place du tilleul
XX 0 FRIBG 10002933,,,,,,Lamiaceae,,,,Teucrium chamaedrys L.,Médicinal
CH 0 FRIBG 20050497,,,,,,Lamiaceae,,,,Teucrium chamaedrys L.,Alp. calcaire 3
XX 0 FRIBG 20010002,,,,,,Lamiaceae,,,,Teucrium flavum L.,Serre 1 N-Afr.
XX 0 FRIBG 20010002,,,,,,Lamiaceae,,,,Teucrium flavum L.,Pl. médit.
XX 0 FRIBG 20180062,,,,,,Lamiaceae,,,,Teucrium marum L.,Pl. médit.
CH 0 FRIBG 20020505,,,,,,Lamiaceae,,,,Teucrium montanum L.,Alp. calcaire 6
XX 0 FRIBG 19860019,,,,,,Lamiaceae,,,,Teucrium polium L. subsp. polium,Pl. médit.
XX 0 FRIBG 20010450,,,,,,Lamiaceae,,,,Teucrium pyrenaicum L.,Pl. médit.
FR 0 FRIBG 20010539,,,,,,Lamiaceae,,,,Teucrium pyrenaicum L. subsp. pyrenaicum,Rocaille 1
XX 0 FRIBG 20040279,,,,,,Lamiaceae,,,,Teucrium scordium L. s.l.,Zone humide
CH 0 FRIBG 20170386,Sciboz J.,,,,,Lamiaceae,,,,Teucrium scorodonia L.,Système 1
CH 0 FRIBG 20000354,,,,,,Lamiaceae,,,,Teucrium scorodonia L.,Alp. siliceux
XX 0 FRIBG 10002972,,,,,,Lamiaceae,,,,Teucrium scorodonia L.,Médicinal
FR 0 FRIBG 20140378,Schöpfer Josef 2014,,,,,Lamiaceae,,,,Teucrium scorodonia L.,Zone humide
FI 0 FRIBG 20060249,,,,,,Ranunculaceae,,,,Thalictrum alpinum L.,Alp. calcaire 3
CH 0 FRIBG 20020642,"Castella Henri, Clément Benoit,",,,,,Ranunculaceae,,,,Thalictrum aquilegiifolium L.,Système 3
CH 0 FRIBG 19920678,"Thöni Erich Neyruz/ Schöpfer Josef, 1998",,,,,Ranunculaceae,,,,Thalictrum aquilegiifolium L.,Alp. calcaire 1
XX 0 FRIBG 19870354,"Thöni Erich Neyruz/ Schöpfer Josef, 1996",,,,,Ranunculaceae,,,,Thalictrum flavum L.,Alp. calcaire 1
CH 0 FRIBG 20030998,"Clément Benoit, 2003",,,,,Ranunculaceae,,,,Thalictrum flavum L.,Zone humide
CH 0 FRIBG 20030998,"Clément Benoit, 2003",,,,,Ranunculaceae,,,,Thalictrum flavum L.,Pl. protégées
XX 0 FRIBG 10002347,"Enz Peter, 1889",,,,,Ranunculaceae,,,,Thalictrum foetidum L.,Alp. calcaire 1
JP 0 FRIBG 20010269,,,,,,Ranunculaceae,,,,Thalictrum kiusianum Nakai,Rocaille 2
XX 0 LZ M-13-1994,,,,,,Ranunculaceae,,,,Thalictrum lucidum L.,Système 3
CH 0 FRIBG 20050502,,,,,,Ranunculaceae,,,,Thalictrum minus L. subsp. minus,Alp. calcaire 3
AT 0 FRIBG 20070019,,,,,,Ranunculaceae,,,,Thalictrum minus ssp saxatile Ces.,Alp. calcaire 3
XX 0 FRP 28608,,,,,,Ranunculaceae,,,,Thalictrum rochebruneanum Franch. et Sav.,Système 3
XX 0 FRIBG 20110027,,,,,,Ranunculaceae,,,,Thalictrum simplex L. s.l.,Zone humide
XX 0 FRIBG 20070500,,,,,,Cactaceae,,,,Thelocactus rinconensis (Poselger) Britton et Rose,Serre 1 Am.
XX 0 FRIBG 20120306,,,,,,Cactaceae,,,,Thelocactus rinconensis subsp. nidulans (Quehl) Glass,Serre 1 Am.
XX 0 FRIBG 20170037,,,,,,Orchidaceae,,,,Thelymitra 'Melon Glow',Serre froide
XX 0 FRIBG 20170051,,,,,,Orchidaceae,,,,Thelymitra 'Yellow Finger',Serre froide
XX 0 FRIBG 20170039,,,,,,Orchidaceae,,,,Thelymitra brevifolia Jeanes,Serre froide
XX 0 FRIBG 20170046,,,,,,Orchidaceae,,,,Thelymitra frenchii Jeanes,Serre froide
XX 0 FRIBG 20170001,,,,,,Orchidaceae,,,,Thelymitra graminea Lindl.,Serre froide
XX 0 FRIBG 20170036,,,,,,Orchidaceae,,,,Thelymitra megacalyptra Fitzg.,Serre froide
XX 0 FRIBG 20170033,,,,,,Orchidaceae,,,,Thelymitra nuda R.Br.,Serre froide
XX 0 FRIBG 20170038,,,,,,Orchidaceae,,,,Thelymitra pauciflora R.Br.,Serre froide
XX 0 FRIBG 20170032,,,,,,Orchidaceae,,,,Thelymitra peniculata Jeanes,Serre froide
XX 0 FRIBG 20170050,,,,,,Orchidaceae,,,,Thelymitra rubra Fitzg.,Serre froide
CH 0 FRIBG 19980526,"Clément Benoit, 2002",,,,,Aspleniaceae,,,,Thelypteris palustris Schott,Fougères
CH 0 FRIBG 19980526,"Clément Benoit, 2002",,,,,Aspleniaceae,,,,Thelypteris palustris Schott,Pl. protégées
CH 0 FRIBG 19980526,"Clément Benoit, 2002",,,,,Aspleniaceae,,,,Thelypteris palustris Schott,Zone humide
XX 0 FRIBG 20200363,,,,,,Malvaceae,,,,Theobroma cacao L.,Multiplication
XX 0 FRIBG 20120261,,,,,,Malvaceae,,,,Theobroma cacao L. 'Criollo',Serre 5
XX 0 FRIBG 10003239,,,,,,Fabaceae,,,,Thermopsis montana Nutt.,Système 2
XX 0 FRIBG 20110187,,,,,,Apocynaceae,,,,Thevetia peruviana (Pers.) K. Schum.,Serre 5
CH 00 FRIBG 20160511,,,,,,Brassicaceae,,,14,Thlaspi arvense L.,Système 3
CH 0 FRIBG 20040478,,,,,,Brassicaceae,,,,Thlaspi caerulescens J. et C. Presl,Alp. siliceux
CH 0 FRIBG 20160294,Sciboz J.,,,,,Brassicaceae,,,,Thlaspi perfoliatum L.,Système 3
XX 0 FRIBG 10002935,,,,,,Cupressaceae,,,,Thuja occidentalis L.,Arboretum
XX 0 FRIBG 20070398,,,,,,Cupressaceae,,,,Thuja occidentalis L.,Médicinal
XX 0 FRIBG 10002356,,,,,,Cupressaceae,,,,Thuja plicata D. Don,Arboretum
XX 0 FRIBG 10002357,,,,,,Cupressaceae,,,,Thujopsis dolabrata (L.f.) Siebold & Zucc. s.l.,Arboretum
XX 0 FRIBG 10002358,,,,,,Acanthaceae,,,13 s,Thunbergia alata Bojer,Système 1
XX 0 FRIBG 20060571,,,,,,Acanthaceae,,,,Thunbergia gregorii S. Moore,Orangerie
XX 0 FRIBG 10000439,,Bouture,,,,Acanthaceae,,,,Thunbergia hawtayneana Wall.,Place du tilleul
XX 0 FRIBG 20160630,,Bouture,,,,Acanthaceae,,,,Thunbergia mysorensis (Wight) T.Anderson,Serre 4
XX 0 FRIBG 10002359,,,,,,Cupressaceae,,,,Thuya orientalis L.,Arboretum
XX 0 ULM 2004-F-191,,,,,Châssis,Thymelaeaceae,,,16 s,Thymelaea passerina (L.) Coss. et Germ.,Système 3
XX 0 FRIBG 19950600,,,,,,Lamiaceae,,,,Thymus doerfleri Ronniger,Pl. médit.
XX 0 FRIBG 19950600,,,,,,Lamiaceae,,,,Thymus doerfleri Ronniger,Rocaille 3
XX 0 FRIBG 19950600,,,,,,Lamiaceae,,,,Thymus doerfleri Ronniger,Bacs tuf
XX 0 FRIBG 20130287,,,,,,Lamiaceae,,,,Thymus herba-barona Loisel.,Mur
XX 0 FRIBG 20170130,,,,,,Lamiaceae,,,,Thymus mastichina (L.) L.,Mur
FR 0 FRIBG 20030492,,,,,,Lamiaceae,,,,Thymus praecox Opiz subsp. praecox,Steppe val.
CH 0 FRIBG 20030857,,,,,,Lamiaceae,,,,Thymus praecox subsp. polytrichus (Borbas) Jalas,Alp. calcaire 6
XX 0 FRIBG 19970478,,,,,,Lamiaceae,,,,Thymus pulegioides L. subsp. pulegioides,Géophytes
XX 0 FRIBG 19980516,,,,,,Lamiaceae,,,,Thymus pulegioides L. subsp. pulegioides,Place du tilleul
XX 0 FRIBG 19970478,,,,,,Lamiaceae,,,,Thymus pulegioides L. subsp. pulegioides,Système 1
XX 0 FRIBG 19970478,,,,,,Lamiaceae,,,,Thymus pulegioides L. subsp. pulegioides,Alp. calcaire 5
IT 0 FRIBG 20010500,,,,,,Lamiaceae,,,,Thymus spinulosus Ten.,Rocaille 1
FR 0 FRIBG 20060621,,,,Châssis,,Lamiaceae,,,,Thymus vulgaris L.,Système 1
FR 0 FRIBG 20040382,,,,Châssis,,Lamiaceae,,,,Thymus vulgaris L.,Mur
XX 0 FRIBG 20160086,,,,,,Saxifragaceae,,,,Tiarella cordifolia L.,Système 2
XX 0 ROST 2003-F-4581,,,Petite Serre,,,Iridaceae,,,,Tigridia pavonia (L. f.) DC.,Géophytes
XX 0 FRIBG 19980533,,,,,,Malvaceae,,,,Tilia cordata Mill.,Place du tilleul
XX 0 FRIBG 20060296,,,,,,Malvaceae,,,,Tilia henryana Szyszyl.,Arboretum
XX 0 FRIBG 20070361,,,,,,Malvaceae,,,,Tilia mongolica Maxim.,Système 3
XX 0 FRIBG 10002364,,,,,,Malvaceae,,,,Tilia platyphyllos Scop.,Pourtour engazonné du système
XX 0 FRIBG 10002365,,,,,,Malvaceae,,,,Tilia tomentosa Moench,Arboretum
XX 0 FRIBG 10002366,Sciboz J.,,,,,Malvaceae,,,,Tilia x europaea L.,Entrée AMI
BR 0 FRIBG 19870619,,,,,,Bromeliaceae,,,,Tillandsia baileyi Rose,Serre 1 Am.
BR 0 FRIBG 19870619,,,,,,Bromeliaceae,,,,Tillandsia baileyi Rose,Serre 4
MX 0 FRIBG 19870544,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia butzii Mez,Serre 1 Am.
PE 0 FRIBG 19870547,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia caricifolia Morr.,Serre 1 Am.
MX 0 FRIBG 19870539,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia chaetophylla Mez,Serre 1 Am.
AR 0 FRIBG 19870538,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia crocata Bak.,Serre 1 Am.
MX 0 FRIBG 19870562,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia juncea Poir.,Serre 1 Am.
XX 0 FRIBG 19970427,,,,,,Bromeliaceae,,,,Tillandsia lindeni Regel,Serre 1 Am.
MX 0 FRIBG 19870557,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia plagiotropica Rohw.,Serre 1 Am.
XX 0 FRIBG 10002372,,,,,,Bromeliaceae,,,,Tillandsia sp.,Serre 1 Am.
BR 0 FRIBG 19870520,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia stricta Soland.,Serre 1 Am.
MX 0 FRIBG 19870518,,,,,,Bromeliaceae,,,,Tillandsia tenuifolia L.,Serre 1 Am.
MX 0 FRIBG 19870519,,,,,,Bromeliaceae,,,,Tillandsia tenuifolia L.,Serre 1 Am.
AR 0 FRIBG 19870535,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia tricholepsis Baker 1878,Serre 1 Am.
XX 0 FRIBG 10000441,,,,,,Bromeliaceae,,,,Tillandsia usneoides (L.) L.,Serre 4
XX 0 FRIBG 10003077,,,,,,Bromeliaceae,,,,Tillandsia usneoides (L.) L.,Serre 5
BO 0 FRIBG 19870529,"Rauh Werner , Prof. Uni Heidelberg 1987",,,,,Bromeliaceae,,,,Tillandsia vernicosa Bak.,Serre 1 Am.
XX 0 FRIBG 19670004,,,,,,Aizoaceae,,,,Tischleria peersii Schwantes,Serre 1 S-Afr.
XX 0 FRIBG 20190380,,,,,,Aizoaceae,,,,Titanopsis calcarea (Marloth) Schwantes,Serre 1 S-Afr.
XX 0 FRIBG 10000076,,,,,,Asteraceae,,,17 s,Tithonia rotundifolia (Mill.) S.F. Blake,Système 1
CH 0 FRIBG 20030981,,,,,,Tofieldiaceae,,,,Tofieldia calyculata (L.) Wahlenb.,Alp. calcaire 3
US 0 M 2008/0582,,,,,,Saxifragaceae,,,,Tolmiea menziesii (Pursh) Torr. et A. Gray.,Système 2
XX 0 FRIBG 20050067,,Bouture,,,,Saxifragaceae,,,,Tolmiea menziesii (Pursh) Torr. et A. Gray.,Serre 4
XX 0 FRIBG 10002379,,,,,,Asteraceae,,,16 s,Tolpis barbata (L.) Gaertn.,Système 1
XX 0 LZ AN-39-2010,,,,,,Apiaceae,,,14,Torilis japonica (Houtt.) DC.,Système 1
XX 0 TEBLI 00624,,,,,,Asteraceae,,,,Townsendia eximia A. Gray,Rocaille 2
XX 0 TEBLI 00119,,,,,,Asteraceae,,,,Townsendia grandiflora Nutt.,Rocaille 2
US 0 IB 001136,,,,,,Asteraceae,,,,Townsendia hookeri Beaman,Rocaille 2
XX 0 FRIBG 20100182,,,,,,Melanthiaceae,,,,Toxicoscordion venenosum (S. Watson) Rydb.,Géophytes
XX 0 FRIBG 10002382,,,Couches,,,Campanulaceae,,,07 s,Trachelium caeruleum L.,Système 1
XX 0 FRIBG 20031135,"Jakob Christine, 2003",Bouture,Orangerie,,,Arecaceae,,,,Trachycarpus nanus Beccari,Pl. d'orangerie
XX 0 FRIBG 20090142,,,,,,Apiaceae,,,11 s,Trachyspermum ammi (L.) Sprague,Mur
XX 0 FRIBG 10000444,,,,,,Commelinaceae,,,,Tradescantia blossfeldiana Mildbr.,Orangerie
XX 0 FRIBG 10003064,,,,,,Commelinaceae,,,,Tradescantia fluminensis Vell.,Orangerie
XX 0 FRIBG 10003065,,,,,,Commelinaceae,,,,Tradescantia fluminensis Vell. ''Albo - vittata',Orangerie
XX 0 FRIBG 10000456,,,,,,Commelinaceae,,,,Tradescantia pallida (Rose) D. R. Hunt,Orangerie
XX 0 FRIBG 19790004,,,,,,Commelinaceae,,,,Tradescantia paludosa E.S. Anderson et Woodson,Orangerie
XX 0 FRIBG 10002384,,,,,,Commelinaceae,,,,Tradescantia virginiana L.,Système 4
XX 0 FRIBG 10002939,,,,,,Commelinaceae,,,,Tradescantia zebrina Bosse,Orangerie
IT 0 FRIBG 19950470,,,,,,Asteraceae,,,,Tragopogon dubius Scop.,Steppe val.
XX 0 FRIBG 10002385,,,,,,Asteraceae,,,14,Tragopogon porrifolius L. subsp. porrifolius,Système 1
CH 0 FRIBG 20160609,Sciboz J.,,,,,Asteraceae,,,14,Tragopogon pratensis subsp. orientalis (L.) Celak.,Système 1
IT 0 BERN 2002/1184 W P,,,,Feuilles,,Lythraceae,,,,Trapa natans L.,Pl. aquatiques
XX 0 FRIBG 20030826,,,,,,Orchidaceae,,,,Trichocentrum ascendens (Lindl.) M.W. Chase & N.H. Williams,Serre 2
XX 0 FRIBG 20120307,,,,,,Cactaceae,,,,Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa,Serre 1 Am.
XX 0 FRIBG 19730198,,,,,,Cactaceae,,,,Trichocereus macrogonus Riccob,Serre 1 Am.
XX 0 FRIBG 20120309,,,,,,Cactaceae,,,,Trichocereus sp.,Serre 1 Am.
XX 0 FRIBG 19730181,,,,,,Cactaceae,,,,Trichocereus spachianus (Lem.) Riccob.,Serre 1 Am.
XX 0 FRIBG 19960205,,,,,,Asparagaceae,,,,Tricyrtis latifolia Maxim.,Géophytes
XX 0 FRIBG 20150406,,,,,,Fabaceae,,,,Trifolium fragiferum L.,Système 2
XX 0 FRIBG 10002393,,,,,,Fabaceae,,,14,Trifolium incarnatum L. subsp. incarnatum,Système 2
