;ipen;determination;multiplication;hivernage;protectionHiv1;protectionHiv2;taxonFamille1;taxonControle;taxonBiblio;periodeDeSemis;idTaxon;secteur;matched_name;fuzzy_match_score;Inventaire FRIBG;is_approximate_match;is_synonym;nomenclature_code;score;search_string;taxon.flags;taxon.is_suppressed;taxon.is_suppressed_from_synth;taxon.name;taxon.ott_id;taxon.rank;taxon.source;taxon.synonyms;taxon.tax_sources;taxon.unique_name;_merge;ott_id;organism_otol_kingdom;organism_otol_phylum;organism_otol_class;organism_otol_order;organism_otol_family;organism_otol_genus;organism_otol_species;organism_otol_unique_name;organism_otol_kingdom_ott_id_ott_id;organism_otol_phylum_ott_id;organism_otol_class_ott_id;organism_otol_order_ott_id;organism_otol_family_ott_id;organism_otol_genus_ott_id;organism_otol_species_ott_id;flags;rank;names_pipe_separated;wikidataId;wd_taxa_qid
;XX 0 FRIBG 20090291;;;;;;Solanaceae;;;;Solanum betaceum Cav.;Serre 5;Solanum betaceum;95;solanum betaceum;False;False;ICN;1;solanum betaceum;['sibling_higher'];False;False;Solanum betaceum;590315;species;ott3.3draft1;['Cyphomandra betacea', 'Cyphomandra crassicaulis', 'Cyphomandra crassifolia', 'Cyphomandra procera', 'Pionandra betacea', 'Solanum crassifolium', 'Solanum insigne', 'Solanum obliquum'];['ncbi:45843', 'gbif:2930216', 'irmng:10974753'];Solanum betaceum;both;590315;Archaeplastida;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;;Solanum betaceum;5268475;916750;99252;1050255;473827;1020645;;['sibling_higher'];species;Solanum betaceum;http://www.wikidata.org/entity/Q379747;Q379747
;XX 0 FRIBG 10000308;;Semis;;;;Poaceae;;;05 g;Sorghum saccharatum (L.) Moench convar. saccharatum;Serre 5;Sorghum saccharatum;90;sorghum saccharatum;False;True;ICN;1;sorghum saccharatum;[];False;False;Sorghum bicolor;552986;species;ott3.3draft1;['? pulchrum', 'Agrostis nigricans', 'Andropogon besseri', 'Andropogon bicolor', 'Andropogon compactus', 'Andropogon drummondii', 'Andropogon niger', 'Andropogon rubens', 'Andropogon saccharatus', 'Andropogon sorghum', 'Andropogon sorghum abyssinicus', 'Andropogon sorghum aegyptiacus', 'Andropogon sorghum aethiops', 'Andropogon sorghum agricolarum', 'Andropogon sorghum albofuscus', 'Andropogon sorghum albus', 'Andropogon sorghum amphibolus', 'Andropogon sorghum ankolib', 'Andropogon sorghum arabicus', 'Andropogon sorghum arduinii', 'Andropogon sorghum baumannii', 'Andropogon sorghum bicarinatus', 'Andropogon sorghum bicolor', 'Andropogon sorghum burmanicus', 'Andropogon sorghum cafer', 'Andropogon sorghum calcareus', 'Andropogon sorghum campanus', 'Andropogon sorghum caudatus', 'Andropogon sorghum cernuus', 'Andropogon sorghum charisianus', 'Andropogon sorghum coimbatoricus', 'Andropogon sorghum compactus', 'Andropogon sorghum corymbosus', 'Andropogon sorghum densissimus', 'Andropogon sorghum dochna', 'Andropogon sorghum durra', 'Andropogon sorghum ehrenbergianus', 'Andropogon sorghum elegans', 'Andropogon sorghum eois', 'Andropogon sorghum fulvus', 'Andropogon sorghum glaberrimus', 'Andropogon sorghum globosus', 'Andropogon sorghum hirsutus', 'Andropogon sorghum hybridus', 'Andropogon sorghum intermedius', 'Andropogon sorghum irungiformis', 'Andropogon sorghum irungu', 'Andropogon sorghum javanicus', 'Andropogon sorghum jucundus', 'Andropogon sorghum kerstingianus', 'Andropogon sorghum lasiorhachis', 'Andropogon sorghum leiostachyus', 'Andropogon sorghum leucospermus', 'Andropogon sorghum mediocris', 'Andropogon sorghum melanospermus', 'Andropogon sorghum miliiformis', 'Andropogon sorghum neesii', 'Andropogon sorghum niger', 'Andropogon sorghum nitidus', 'Andropogon sorghum obovatus', 'Andropogon sorghum ondongae', 'Andropogon sorghum ovatoellipticus', 'Andropogon sorghum ovulifer', 'Andropogon sorghum pallidus', 'Andropogon sorghum pulcher', 'Andropogon sorghum roxburghii', 'Andropogon sorghum rubens', 'Andropogon sorghum rubrocermuus', 'Andropogon sorghum rubrocernuus', 'Andropogon sorghum rufescens', 'Andropogon sorghum rugulosus', 'Andropogon sorghum saccharatus', 'Andropogon sorghum sativus', 'Andropogon sorghum schenkii', 'Andropogon sorghum schimperi', 'Andropogon sorghum schumannii', 'Andropogon sorghum splendidus', 'Andropogon sorghum subglabrescens', 'Andropogon sorghum subglobosus', 'Andropogon sorghum submuticus', 'Andropogon sorghum technicus', 'Andropogon sorghum usaramensis', 'Andropogon sorghum usorum', 'Andropogon sorghum vulgaris', 'Andropogon sorghum wightii', 'Andropogon sorghum yemensis', 'Andropogon sorghum ziegleri', 'Andropogon subglabrescens', 'Andropogon truchmenorum', 'Andropogon usorum', 'Holcus albus', 'Holcus arduinoi', 'Holcus bicolor', 'Holcus cafer', 'Holcus caffrorum', 'Holcus cernuus', 'Holcus compactus', 'Holcus dochna', 'Holcus dora', 'Holcus duna', 'Holcus durra', 'Holcus ferrugineus', 'Holcus niger', 'Holcus nigerrimus', 'Holcus rubens', 'Holcus saccharatus', 'Holcus saccharatus technicus', 'Holcus sorghum', 'Holcus sorghum caffrorum', 'Holcus sorghum durra', 'Holcus sorghum saccharatus', 'Holcus sorghum technicus', 'Milium bicolor', 'Milium compactum', 'Milium maximum', 'Milium nigricans', 'Milium sorghum', 'Milium sorgo', 'Panicum caffrorum', 'Rhaphis sorghum', 'Sorghum abyssinicum', 'Sorghum aethiopicum', 'Sorghum ankolib', 'Sorghum anomalum', 'Sorghum arduinoi', 'Sorghum arundinaceum', 'Sorghum basiplicatum', 'Sorghum basiplicatum atropaniculatum', 'Sorghum basiplicatum eburneum', 'Sorghum basiplicatum jodolepis', 'Sorghum basiplicatum leucolepis', 'Sorghum basiplicatum microcarpum', 'Sorghum basiplicatum pallescens', 'Sorghum basiplicatum paniculatellum', 'Sorghum basiplicatum pseudoanfetum', 'Sorghum basiplicatum rubellum', 'Sorghum basiplicatum rubrogeminum', 'Sorghum basiplicatum subflavescens', 'Sorghum basutorum', 'Sorghum bicolor arduinii', 'Sorghum bicolor cafer', 'Sorghum bicolor caffrorum', 'Sorghum bicolor cernuum', 'Sorghum bicolor exaristatum', 'Sorghum bicolor miliiforme', 'Sorghum bicolor obovatum', 'Sorghum bicolor picigutta', 'Sorghum bicolor rotundulum', 'Sorghum bicolor saccharatum', 'Sorghum bicolor sikkimense', 'Sorghum bicolor subglabrescens', 'Sorghum bicolor subglobosum', 'Sorghum bicolor subsp. bicolor', 'Sorghum bicolor sudanense', 'Sorghum bicolor technicum', 'Sorghum caffrorum', 'Sorghum caffrorum albofuscum', 'Sorghum caffrorum bicarinatum', 'Sorghum campanum', 'Sorghum caudatum', 'Sorghum caudatum angolense', 'Sorghum caudatum aristatum', 'Sorghum caudatum coffeatum', 'Sorghum caudatum dicarpum', 'Sorghum caudatum purpureum', 'Sorghum centroplicatum', 'Sorghum centroplicatum alborubrum', 'Sorghum centroplicatum dubium', 'Sorghum centroplicatum ellipsoideum', 'Sorghum centroplicatum erythromelas', 'Sorghum centroplicatum faregg', 'Sorghum centroplicatum globosum', 'Sorghum centroplicatum incertum', 'Sorghum centroplicatum pallidocernuum', 'Sorghum centroplicatum perlarium', 'Sorghum centroplicatum pseudoneesii', 'Sorghum centroplicatum sabderatense', 'Sorghum centroplicatum subcarneum', 'Sorghum centroplicatum tricolor', 'Sorghum cernuum', 'Sorghum cernuum agricolarum', 'Sorghum cernuum globosum', 'Sorghum cernuum orbiculatum', 'Sorghum cernuum subcylindricum', 'Sorghum cernuum truchmenorum', 'Sorghum cernuum yemense', 'Sorghum commune', 'Sorghum compactum', 'Sorghum conspicuum', 'Sorghum conspicuum orientale', 'Sorghum conspicuum usaramense', 'Sorghum coriaceum', 'Sorghum dochna', 'Sorghum dochna atrum', 'Sorghum dochna burmanicum', 'Sorghum dochna corymbosum', 'Sorghum dochna formosum', 'Sorghum dochna irungu', 'Sorghum dochna melliferum', 'Sorghum dochna obovatum', 'Sorghum dochna pulchrum', 'Sorghum dochna technicum', 'Sorghum dochna wightii', 'Sorghum dora', 'Sorghum drummondii', 'Sorghum dulcicaule', 'Sorghum dulcicaule griseolilacinum', 'Sorghum durra', 'Sorghum durra aegyptiacum', 'Sorghum durra coimbatoricum', 'Sorghum durra elongatum', 'Sorghum durra eois', 'Sorghum durra fecundum', 'Sorghum durra fuscum', 'Sorghum durra javanicum', 'Sorghum durra maximum', 'Sorghum durra mediocre', 'Sorghum durra rivulare', 'Sorghum elegans', 'Sorghum eplicatum', 'Sorghum eplicatum cereum', 'Sorghum eplicatum dichrolepis', 'Sorghum eplicatum erythrocarpum', 'Sorghum eplicatum fiorii', 'Sorghum eplicatum geminatum', 'Sorghum eplicatum hackelii', 'Sorghum eplicatum heterochromum', 'Sorghum eplicatum laxum', 'Sorghum eplicatum melanoleucum', 'Sorghum eplicatum virescens', 'Sorghum exsertum', 'Sorghum gambicum', 'Sorghum giganteum', 'Sorghum glycychylum', 'Sorghum glycyphyllum', 'Sorghum guineense', 'Sorghum halepense saccharatum', 'Sorghum halepense sativum', 'Sorghum japonicum', 'Sorghum lanceolatum', 'Sorghum margaritiferum', 'Sorghum medioplicatum', 'Sorghum melaleucum', 'Sorghum melanocarpum', 'Sorghum mellitum', 'Sorghum membranaceum', 'Sorghum membranaceum baldratianum', 'Sorghum membranaceum ehrenbergianum', 'Sorghum membranaceum lateritium', 'Sorghum miliiforme', 'Sorghum miliiforme rotundulum', 'Sorghum miliiforme sikkimense', 'Sorghum nankinense', 'Sorghum negrosense', 'Sorghum nervosum', 'Sorghum nigricans', 'Sorghum nigricans angolense', 'Sorghum nigrum', 'Sorghum notabile', 'Sorghum pallidum', 'Sorghum papyrascens', 'Sorghum papyrascens lateritium', 'Sorghum rigidum', 'Sorghum rollii', 'Sorghum roxburghii', 'Sorghum roxburghii farinosum', 'Sorghum roxburghii fulvum', 'Sorghum roxburghii hirsutum', 'Sorghum roxburghii jucundum', 'Sorghum roxburghii mutabile', 'Sorghum roxburghii nanum', 'Sorghum roxburghii parvum', 'Sorghum roxburghii semiclausum', 'Sorghum saccharatum', 'Sorghum saccharatum atrum', 'Sorghum saccharatum bicolor', 'Sorghum saccharatum burmanicum', 'Sorghum saccharatum corymbosum', 'Sorghum saccharatum formosum', 'Sorghum saccharatum giganteum', 'Sorghum saccharatum irungu', 'Sorghum saccharatum melliferum', 'Sorghum saccharatum obovatum', 'Sorghum saccharatum papyraceum', 'Sorghum saccharatum pulchrum', 'Sorghum saccharatum rubens', 'Sorghum saccharatum technicum', 'Sorghum saccharatum vulgare', 'Sorghum saccharatum wightii', 'Sorghum sativum', 'Sorghum schimperi', 'Sorghum simulans', 'Sorghum sorghum publ', 'Sorghum splendidum', 'Sorghum subglabrescens', 'Sorghum subglabrescens arabicum', 'Sorghum subglabrescens compactum', 'Sorghum subglabrescens irungiforme', 'Sorghum subglabrescens latum', 'Sorghum subglabrescens microcarpum', 'Sorghum subglabrescens oviforme', 'Sorghum subglabrescens pabulare', 'Sorghum subglabrescens paniculatellum', 'Sorghum subglabrescens rubidum', 'Sorghum subglabrescens rubrocernuum', 'Sorghum subglabrescens rugulosum', 'Sorghum sudanense', 'Sorghum tataricum', 'Sorghum technicum', 'Sorghum thonizzii', 'Sorghum truchmenorum', 'Sorghum usorum', 'Sorghum verticilliflorum', 'Sorghum virgatum', 'Sorghum vulgare', 'Sorghum vulgare angolense', 'Sorghum vulgare bicolor', 'Sorghum vulgare caffrorum', 'Sorghum vulgare cernuum', 'Sorghum vulgare durra', 'Sorghum vulgare nervosum', 'Sorghum vulgare nigricans', 'Sorghum vulgare roxburghii', 'Sorghum vulgare rubens', 'Sorghum vulgare saccharatum', 'Sorghum vulgare technicum'];['ncbi:4558', 'gbif:2705181', 'irmng:10913159', 'irmng:10590652'];Sorghum bicolor;both;552986;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Poaceae;Sorghum;;Sorghum bicolor;5268475;916750;99252;921871;508090;553001;;[];species;Sorghum bicolor;http://www.wikidata.org/entity/Q332062;Q332062
;XX 0 FRIBG 20160344;;Semis;;;;Verbenaceae;;;;Stachytarpheta cayennensis (Rich.) Vahl;Serre 5;Stachytarpheta cayennensis;90;stachytarpheta cayennensis;False;False;ICN;1;stachytarpheta cayennensis;[];False;False;Stachytarpheta cayennensis;255737;species;ott3.3draft1;['? cayennense', 'Abena cayennensis', 'Cymburus urticifolius', 'Lippia cylindrica', 'Stachytarpheta australis', 'Stachytarpheta australis albiflora', 'Stachytarpheta australis neocaledonica', 'Stachytarpheta cayennensis albiflora', 'Stachytarpheta cayennensis candicans', 'Stachytarpheta cayennensis purpurea', 'Stachytarpheta cayennensis virescens', 'Stachytarpheta dichotoma', 'Stachytarpheta dichotoma albiflora', 'Stachytarpheta dichotoma neocaledonica', 'Stachytarpheta fallax', 'Stachytarpheta gibberosa', 'Stachytarpheta guatemalensis', 'Stachytarpheta guatemalensis albiflora', 'Stachytarpheta hirta', 'Stachytarpheta maximiliani ciliaris', 'Stachytarpheta patens', 'Stachytarpheta subulata', 'Stachytarpheta tabascana', 'Stachytarpheta theezans', 'Stachytarpheta umbrosa', 'Stachytarpheta urticaefolia', 'Stachytarpheta urticifolia', 'Stachytarpheta veronicifolia', 'Ubochea dichotoma', 'Valerianodes cayennense', 'Valerianoides cayennensis', 'Valerianoides dichotoma', 'Verbena cayennensis', 'Verbena dichotoma', 'Verbena salisburyi', 'Zappania cayennensis', 'Zappania dichotoma', 'Zappania urticifolia'];['ncbi:39376', 'gbif:2925454', 'gbif:2925457', 'gbif:4084424', 'gbif:9482742', 'irmng:10206763', 'irmng:10453254'];Stachytarpheta cayennensis;both;255737;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Verbenaceae;Stachytarpheta;;Stachytarpheta cayennensis;5268475;916750;99252;23736;1081077;434995;;[];species;Stachytarpheta cayennensis;http://www.wikidata.org/entity/Q6711834;Q6711834
;XX 0 FRIBG 20140334;;;;;;Asteraceae;;;05 g;Stevia rebaudiana (Bertoni) Hemsl. 'Zucchero';Serre 5;Stevia rebaudiana;90;stevia rebaudiana;False;False;ICN;1;stevia rebaudiana;[];False;False;Stevia rebaudiana;218148;species;ott3.3draft1;['Eupatorium rebaudianum'];['ncbi:55670', 'gbif:3125557', 'irmng:11018304'];Stevia rebaudiana;both;218148;Archaeplastida;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Stevia;;Stevia rebaudiana;5268475;916750;99252;1042120;46248;792617;;[];species;Stevia rebaudiana;http://www.wikidata.org/entity/Q7213452;Q7213452
;XX 0 FRIBG 19780010;;;;;;Apocynaceae;;;;Strophanthus gratus Baill.;Serre 5;Strophanthus gratus;95;strophanthus gratus;False;False;ICN;1;strophanthus gratus;[];False;False;Strophanthus gratus;536684;species;ott3.3draft1;['Nerium guineense', 'Roupalia grata', 'Roupellia grata', 'Strophanthus choprae', 'Strophanthus glaber', 'Strophanthus ouaboio', 'Strophanthus perrotii', 'Strophanthus stanleyanus'];['ncbi:141614', 'gbif:8685745', 'irmng:10587706'];Strophanthus gratus;both;536684;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Strophanthus;;Strophanthus gratus;5268475;916750;99252;524062;524059;375857;;[];species;Strophanthus gratus;http://www.wikidata.org/entity/Q2705512;Q2705512
;XX 0 FRIBG 19800002;;;;;;Apocynaceae;;;;Strophanthus hispidus D.C.;Serre 5;Strophanthus hispidus;95;strophanthus hispidus;False;False;ICN;1;strophanthus hispidus;[];False;False;Strophanthus hispidus;3870700;species;ott3.3draft1;['Strophanthus bariba', 'Strophanthus hirtus', 'Strophanthus hispidus bosere', 'Strophanthus hispidus latistigmatica', 'Strophanthus hispidus lobatistigmatica', 'Strophanthus hispidus parvistigmatica', 'Strophanthus hispidus seidenii', 'Strophanthus niger', 'Strophanthus tchabe', 'Strophanthus thierryanus'];['ncbi:2605637', 'gbif:3169609', 'irmng:11431033'];Strophanthus hispidus;both;3870700;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Strophanthus;;Strophanthus hispidus;5268475;916750;99252;524062;524059;375857;;[];species;Strophanthus hispidus;http://www.wikidata.org/entity/Q1021168;Q1021168
;XX 0 FRIBG 20180476;;;;;;Myrtaceae;;;;Syzygium jambos (L.) Alston;Serre 5;Syzygium jambos;90;syzygium jambos;False;False;ICN;1;syzygium jambos;[];False;False;Syzygium jambos;731939;species;ott3.3draft1;['Eugenia decora', 'Eugenia jamboides', 'Eugenia jambos', 'Eugenia jambos sylvatica', 'Eugenia jambosa', 'Eugenia jamboscensis', 'Eugenia malaccensis', 'Eugenia monantha', 'Eugenia vulgaris', 'Jambosa jambos', 'Jambosa palembanica', 'Jambosa vulgaris', 'Myrtus jambos', 'Plinia jambos', 'Syzygium jambos linearilimbum', 'Syzygium jambos sylvaticum', 'Syzygium merrillii', 'Syzygium monanthum'];['ncbi:334483', 'gbif:3183534'];Syzygium jambos;both;731939;Archaeplastida;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Syzygium;;Syzygium jambos;5268475;916750;99252;648898;1015492;934540;;[];species;Syzygium jambos;http://www.wikidata.org/entity/Q31931;Q31931
;XX 0 FRIBG 20120261;;;;;;Malvaceae;;;;Theobroma cacao L. 'Criollo';Serre 5;Theobroma cacao;90;theobroma cacao;False;False;ICN;1;theobroma cacao;[];False;False;Theobroma cacao;388185;species;ott3.3draft1;['Theobroma cocao', 'Theobroma leiocarpum', 'Theobroma pentagonum', 'Theobroma pentogona', 'Theobroma sativa', 'Theobroma sphaerocarpum'];['ncbi:3641', 'gbif:3152205', 'irmng:10994701', 'irmng:11057820', 'irmng:10199045'];Theobroma cacao;both;388185;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Theobroma;;Theobroma cacao;5268475;916750;99252;229284;279960;388189;;[];species;Theobroma cacao;http://www.wikidata.org/entity/Q42385;Q42385
;XX 0 FRIBG 20110187;;;;;;Apocynaceae;;;;Thevetia peruviana (Pers.) K. Schum.;Serre 5;Thevetia peruviana;90;thevetia peruviana;False;False;ICN;1;thevetia peruviana;[];False;False;Thevetia peruviana;851162;species;ott3.3draft1;['Cascabela thevetia', 'Cerbera thevetia', 'Thevetia neriifolia'];['ncbi:52862', 'gbif:7813493', 'irmng:11129284'];Thevetia peruviana;both;851162;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Thevetia;;Thevetia peruviana;5268475;916750;99252;524062;524059;759717;;[];species;Thevetia peruviana;http://www.wikidata.org/entity/Q312147;Q312147
;XX 0 FRIBG 10003077;;;;;;Bromeliaceae;;;;Tillandsia usneoides (L.) L.;Serre 5;Tillandsia usneoides;95;tillandsia usneoides;False;False;ICN;1;tillandsia usneoides;[];False;False;Tillandsia usneoides;774278;species;ott3.3draft1;['Dendropogon usneoides', 'Renealmia usneoides', 'Strepsia usneoides', 'Strepsia usneoides publ', 'Tillandsia crinita', 'Tillandsia filiformis', 'Tillandsia trichoides', 'Tillandsia usneoides cretacea', 'Tillandsia usneoides crispa', 'Tillandsia usneoides ferruginea', 'Tillandsia usneoides filiformis', 'Tillandsia usneoides genuina', 'Tillandsia usneoides longissima', 'Tillandsia usneoides major', 'Tillandsia usneoides robusta'];['ncbi:49541', 'gbif:2695149', 'irmng:10202366'];Tillandsia usneoides;both;774278;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Tillandsia;;Tillandsia usneoides;5268475;916750;99252;921871;627035;707132;;[];species;Tillandsia usneoides;http://www.wikidata.org/entity/Q311524;Q311524
;LK 0 NCY 19783340W;;Semis;;;;Malvaceae;;;13 g;Urena lobata L. s.l.;Serre 5;Urena lobata;90;urena lobata;False;False;ICN;1;urena lobata;[];False;False;Urena lobata;485925;species;ott3.3draft1;['Malachra urena', 'Urena aculeata', 'Urena americana', 'Urena blumei', 'Urena cana', 'Urena diversifolia', 'Urena grandiflora', 'Urena haenkeana', 'Urena heteromorpha', 'Urena heterophylla', 'Urena lobata americana', 'Urena lobata henryi', 'Urena lobata rhombifolia', 'Urena lobata tomentosa', 'Urena lobata trilobata', 'Urena lobata yunnanensis', 'Urena loureirii', 'Urena loureiroi', 'Urena mauritiana', 'Urena microcarpa', 'Urena monopetala', 'Urena obtusata', 'Urena phyllomorpha', 'Urena polyflora', 'Urena repanda', 'Urena ribesia', 'Urena sieberi', 'Urena swartzii', 'Urena tomentosa', 'Urena trichocarpa', 'Urena trilobata', 'Urena virgata', 'Urera lobata'];['ncbi:263848', 'gbif:3152253', 'irmng:11304338', 'irmng:11014798'];Urena lobata;both;485925;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Urena;;Urena lobata;5268475;916750;99252;229284;279960;485914;;[];species;Urena lobata;http://www.wikidata.org/entity/Q1496720;Q1496720
;XX 0 FRIBG 19910134;;;;;;Rubiaceae;;;;Vangueria esculenta S. Moore;Serre 5;Vangueria esculenta;95;vangueria esculenta;False;False;ICN;1;vangueria esculenta;[];False;False;Vangueria esculenta;157916;species;ott3.3draft1;['Vangueria esculenta glabra'];['ncbi:308960', 'gbif:2917837'];Vangueria esculenta;both;157916;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Vangueria;;Vangueria esculenta;5268475;916750;99252;524062;1014022;985520;;[];species;;;
;XX 0 FRIBG 10000310;;;;;;Orchidaceae;;;;Vanilla planifolia Andrews;Serre 5;Vanilla planifolia;95;vanilla planifolia;False;False;ICN;1;vanilla planifolia;[];False;False;Vanilla planifolia;713007;species;ott3.3draft1;['Epidendrum rubrum', 'Myrobroma fragrans', 'Notylia planifolia', 'Notylia sativa', 'Notylia sylvestris', 'Vanilla aromatica', 'Vanilla bampsiana', 'Vanilla duckei', 'Vanilla fragrans', 'Vanilla planifolia angusta', 'Vanilla planifolia haapape', 'Vanilla planifolia potiti', 'Vanilla planifolia tiarei', 'Vanilla planifolia tihita', 'Vanilla rubra', 'Vanilla sativa', 'Vanilla sylvestris', 'Vanilla viridiflora'];['ncbi:51239', 'gbif:2803398', 'irmng:10208945'];Vanilla planifolia;both;713007;Archaeplastida;Streptophyta;Magnoliopsida;Asparagales;Orchidaceae;Vanilla;;Vanilla planifolia;5268475;916750;99252;557124;568878;713005;;[];species;Vanilla planifolia;http://www.wikidata.org/entity/Q7224923;Q7224923
;XX 0 FRIBG 19970534;;;;;;Poaceae;;;;Vetiveria zizanioides (L.) Nash;Serre 5;Vetiveria zizanioides;95;vetiveria zizanioides;False;True;ICN;1;vetiveria zizanioides;['incertae_sedis_inherited'];False;False;Chrysopogon zizanioides;281780;species;ott3.3draft1;['Agrostis verticillata', 'Anatherum muricatum', 'Anatherum zizanioides', 'Andropogon aromaticus', 'Andropogon muricatus', 'Andropogon odoratus', 'Andropogon squarrosus', 'Andropogon zizanioides', 'Chamaeraphis muricata', 'Holcus zizanioides', 'Phalaris zizanioides', 'Rhaphis zizanioides', 'Sorghum zizanioides', 'Vetiveria arundinacea', 'Vetiveria muricata', 'Vetiveria odorata', 'Vetiveria odoratissima', 'Vetiveria zizanioides', 'Vetiveria zizanioides genuina', 'Vetiveria zizanioides tonkinensis'];['ncbi:167337', 'gbif:5677150', 'irmng:10765346'];Chrysopogon zizanioides;both;281780;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Poaceae;Chrysopogon;;Chrysopogon zizanioides;5268475;916750;99252;921871;508090;186955;;['incertae_sedis_inherited'];species;Chrysopogon zizanioides;http://www.wikidata.org/entity/Q378568;Q378568
;XX 0 FRIBG 19910691;;Semis;;;;Phytolaccaceae;;;05 g;Villamilla peruviana Hook. f.;Serre 5;Villamilla peruviana;95;villamilla peruviana;False;True;ICN;1;villamilla peruviana;[];False;False;Trichostigma peruvianum;174038;species;ott3.3draft1;['Rivina peruviana', 'Villamilla peruviana', 'Villamilla tinctoria'];['ncbi:239293', 'gbif:5687060'];Trichostigma peruvianum;both;174038;Archaeplastida;Streptophyta;Magnoliopsida;Caryophyllales;Phytolaccaceae;Trichostigma;;Trichostigma peruvianum;5268475;916750;99252;216628;216633;174040;;[];species;;;
;XX 0 FRIBG 20140332;;;;;;Zingiberaceae;;;;Zingiber officinale Roscoe;Serre 5;Zingiber officinale;95;zingiber officinale;False;False;ICN;1;zingiber officinale;[];False;False;Zingiber officinale;1063866;species;ott3.3draft1;['Amomum angustifolium', 'Amomum zingiber', 'Amomum zinziba', 'Zingiber aromaticum', 'Zingiber cholmondeleyi', 'Zingiber missionis', 'Zingiber officinale cholmondeleyi', 'Zingiber officinale macrorhizonum', 'Zingiber officinale rubens', 'Zingiber officinale rubrum', 'Zingiber officinale sichuanense', 'Zingiber officinalis sichuanense', 'Zingiber sichuanense', 'Zingiber zingiber', 'Zingiber zingiber publ'];['ncbi:94328', 'gbif:2757280', 'irmng:10208099'];Zingiber officinale;both;1063866;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Zingiber;;Zingiber officinale;5268475;916750;99252;627015;207467;730913;;[];species;Zingiber officinale;http://www.wikidata.org/entity/Q35625;Q35625
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sansevieria longiflora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sansevieria trifasciata Prain Hahlii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sansevieria trifasciata Prain laurentii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sansevieria trifasciata Prain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
