Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
codiaeum variegatum,False,False,Codiaeum variegatum,ICN,1.0,codiaeum variegatum,[],False,False,Codiaeum variegatum,99390.0,species,ott3.3draft1,"['Codiaeum albicans', 'Codiaeum angustifolium', 'Codiaeum burtonii', 'Codiaeum chelsonii', 'Codiaeum chrysophyllum', 'Codiaeum chrysosticton', 'Codiaeum cooperi', 'Codiaeum crispum', 'Codiaeum cuneifolium', 'Codiaeum dodgonae', 'Codiaeum eburneum', 'Codiaeum elegans', 'Codiaeum elegantissimum', 'Codiaeum elongatum', 'Codiaeum evansianum', 'Codiaeum fucatum', 'Codiaeum goldiei', 'Codiaeum grande', 'Codiaeum hanburyanum', 'Codiaeum henryanum', 'Codiaeum illustre', 'Codiaeum imperiale', 'Codiaeum insigne', 'Codiaeum interruptum', 'Codiaeum jamesii', 'Codiaeum lancifolium', 'Codiaeum lyratum', 'Codiaeum macfarlanei', 'Codiaeum maculatum', 'Codiaeum magnificum', 'Codiaeum majesticum', 'Codiaeum maximum', 'Codiaeum medium', 'Codiaeum moluccanum', 'Codiaeum multicolor', 'Codiaeum mutabile', 'Codiaeum nevilliae', 'Codiaeum obovatum', 'Codiaeum pictum', 'Codiaeum pilgrimii', 'Codiaeum recurvifolium', 'Codiaeum roseopictum', 'Codiaeum spirale', 'Codiaeum stewartii', 'Codiaeum superbiens', 'Codiaeum sylvestre', 'Codiaeum taeniosum', 'Codiaeum timorense', 'Codiaeum trilobum', 'Codiaeum triumphans', 'Codiaeum triumphans harwoodianum', 'Codiaeum undulatum', 'Codiaeum vanoosterzeei', 'Codiaeum variegatum genuinum', 'Codiaeum volutum', 'Codiaeum warrenii', 'Codiaeum weismannii', 'Codiaeum williamsii', 'Codiaeum wilsonii', 'Codiaeum youngii', 'Croton aigburtensis', 'Croton andreanus', 'Croton andreeus', 'Croton angustissimus', 'Croton aucubifolius', 'Croton baliospermus', 'Croton bellulus', 'Croton bergmanii', 'Croton carrieri', 'Croton cornutus', 'Croton drouetii', 'Croton duvalii', 'Croton evansianus', 'Croton hastiferus', 'Croton hillianus', 'Croton hookeri', 'Croton imperialis', 'Croton incanus', 'Croton interruptus', 'Croton irregularis', 'Croton johannis', 'Croton lacteus', 'Croton latimaculatus', 'Croton massangeanum', 'Croton mirus', 'Croton multicolor', 'Croton musaicus', 'Croton newmannii', 'Croton philippsii', 'Croton picturatum', 'Croton pictus', 'Croton regelii', 'Croton russelli', 'Croton thomsonii', 'Croton truffautii', 'Croton undulatus', 'Croton variegatus', 'Croton veitchianus', 'Croton vervaetii', 'Croton weismannii', 'Croton wigmannii', 'Crozophyla variegata', 'Oxydectes variegata', 'Phyllaurea variegata', 'Ricinus pictus']","['ncbi:138558', 'gbif:3071476', 'irmng:10605963']",Codiaeum variegatum,both,99390,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Codiaeum,,Codiaeum variegatum,5268475,916750,99252,429482,914245,506587,,[],species
coelogyne cristata,False,False,Coelogyne cristata,ICN,1.0,coelogyne cristata,[],False,False,Coelogyne cristata,356312.0,species,ott3.3draft1,"['Cymbidium speciosissimum', 'Pleione speciosissima']","['ncbi:38221', 'gbif:2811527']",Coelogyne cristata,both,356312,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,,Coelogyne cristata,5268475,916750,99252,557124,568878,244331,,[],species
coelogyne flaccida,False,False,Coelogyne flaccida,ICN,1.0,coelogyne flaccida,[],False,False,Coelogyne flaccida,392271.0,species,ott3.3draft1,"['Coelogyne esquirolii', 'Coelogyne flaccida longiracemosa', 'Coelogyne lactea', 'Pleione flaccida', 'Pleione lactea']","['ncbi:71595', 'gbif:2811433']",Coelogyne flaccida,both,392271,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,,Coelogyne flaccida,5268475,916750,99252,557124,568878,244331,,[],species
coelogyne ovalis,False,False,Coelogyne ovalis,ICN,1.0,coelogyne ovalis,[],False,False,Coelogyne ovalis,3992103.0,species,ott3.3draft1,"['Coelogyne arunachalensis', 'Coelogyne decora', 'Coelogyne fuliginosa', 'Coelogyne longiciliata', 'Coelogyne pilosissima', 'Pleione fuliginosa']","['ncbi:1350402', 'gbif:2811454']",Coelogyne ovalis,both,3992103,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,,Coelogyne ovalis,5268475,916750,99252,557124,568878,244331,,[],species
coelogyne pandurata,False,False,Coelogyne pandurata,ICN,1.0,coelogyne pandurata,[],False,False,Coelogyne pandurata,969487.0,species,ott3.3draft1,"['Coelogyne peltastes unguiculata', 'Pleione pandurata']","['ncbi:131150', 'gbif:2811624']",Coelogyne pandurata,both,969487,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,,Coelogyne pandurata,5268475,916750,99252,557124,568878,244331,,[],species
coelogyneeciosa,True,False,Coelogyne speciosa,ICN,0.8333333134651184,coelogyneeciosa,[],False,False,Coelogyne speciosa,573100.0,species,ott3.3draft1,"['Chelonanthera speciosa', 'Pleione speciosa']","['ncbi:233029', 'gbif:2811402']",Coelogyne speciosa,both,573100,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,,Coelogyne speciosa,5268475,916750,99252,557124,568878,244331,,[],species
coffea arabica,False,False,Coffea arabica,ICN,1.0,coffea arabica,['sibling_higher'],False,False,Coffea arabica,1001050.0,species,ott3.3draft1,"['Coffea arabica abyssinica', 'Coffea arabica amarella', 'Coffea arabica angustifolia', 'Coffea arabica arabica', 'Coffea arabica bourbon', 'Coffea arabica brevistipulata', 'Coffea arabica bullata', 'Coffea arabica columnaris', 'Coffea arabica culta', 'Coffea arabica cultoides', 'Coffea arabica erecta', 'Coffea arabica goiaba', 'Coffea arabica latifolia', 'Coffea arabica laurina', 'Coffea arabica longistipulata', 'Coffea arabica maragogype', 'Coffea arabica mirta', 'Coffea arabica mokka', 'Coffea arabica monosperma', 'Coffea arabica murta', 'Coffea arabica myrtifolia', 'Coffea arabica pendula', 'Coffea arabica polysperma', 'Coffea arabica pubescens', 'Coffea arabica purpurascens', 'Coffea arabica rotundifolia', 'Coffea arabica straminea', 'Coffea arabica sundana', 'Coffea arabica typica', 'Coffea arabica variegata', 'Coffea bourbonica', 'Coffea corymbulosa', 'Coffea laurifolia', 'Coffea moka', 'Coffea sundana', 'Coffea vulgaris']","['ncbi:13443', 'gbif:2895345', 'irmng:11107021']",Coffea arabica,both,1001050,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,Coffea arabica,5268475,916750,99252,524062,1014022,227658,,['sibling_higher'],species
coix lacryma,False,True,Coix lacryma,ICN,1.0,coix lacryma,[],False,False,Coix lacryma-jobi,83448.0,species,ott3.3draft1,"['Coix lachryma-jobi', 'Coix lacryma', 'Coix lacryma-jobi exaltata', 'Coix lacryma-jobi major', 'Coix lacryma-jobi oocarpa', 'Lithagrostis lacryma-jobi', 'Spherium lacryma']","['ncbi:4505', 'gbif:2706301', 'irmng:10202022']",Coix lacryma-jobi,both,83448,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Coix,,Coix lacryma-jobi,5268475,916750,99252,921871,508090,68716,,[],species
cola acuminata,False,False,Cola acuminata,ICN,1.0,cola acuminata,[],False,False,Cola acuminata,1053097.0,species,ott3.3draft1,"['Bichea acuminata', 'Bichea nitida', 'Bichea solitaria', 'Bichea sulcata', 'Braxipis grandiflora', 'Braxipis nitida', 'Clompanus longifolia', 'Cola acuminata trichandra', 'Cola ledermannii', 'Cola macrocarpa', 'Cola nitida', 'Cola pseudoacuminata', 'Cola vera', 'Colaria acuminata', 'Edwardia acuminata', 'Edwardia lurida', 'Helicteres paniculata', 'Icosinia paniculata', 'Lunanea bichy', 'Siphoniopsis monoica', 'Southwellia longifolia', 'Sterculia acuminata', 'Sterculia grandiflora', 'Sterculia macrocarpa', 'Sterculia nitida']","['ncbi:93760', 'gbif:5406685', 'irmng:10856837', 'irmng:11270688']",Cola acuminata,both,1053097,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Cola,,Cola acuminata,5268475,916750,99252,229284,279960,385539,,[],species
colchicum soboliferum,False,False,Colchicum soboliferum,ICN,1.0,colchicum soboliferum,[],False,False,Colchicum soboliferum,111352.0,species,ott3.3draft1,"['Bulbocodium hastulatum', 'Bulbocodium soboliferum', 'Merendera hastulata', 'Merendera sobolifera']","['ncbi:1094118', 'gbif:2739852']",Colchicum soboliferum,both,111352,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,,Colchicum soboliferum,5268475,916750,99252,258488,604247,1001037,,[],species
colchicumeciosum,True,False,Colchicum speciosum,ICN,0.8421052694320679,colchicumeciosum,[],False,False,Colchicum speciosum,1001035.0,species,ott3.3draft1,"['Colchicum bornmuelleri', 'Colchicum giganteum', 'Colchicum hyrcanicum', 'Colchicum latifolium', 'Colchicum lenkoranicum', 'Colchicum speciosum bornmuelleri', 'Colchicum speciosum lenkoranicum']","['ncbi:13445', 'gbif:2739794']",Colchicum speciosum,both,1001035,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,,Colchicum speciosum,5268475,916750,99252,258488,604247,1001037,,[],species
coleocephalocereus purpureus,False,False,Coleocephalocereus purpureus,ICN,1.0,coleocephalocereus purpureus,[],False,False,Coleocephalocereus purpureus,6034681.0,species,ott3.3draft1,['Buiningia purpurea'],['gbif:3959579'],Coleocephalocereus purpureus,both,6034681,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Coleocephalocereus,,Coleocephalocereus purpureus,5268475,916750,99252,216628,584111,345480,,[],species
