Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
teucrium botrys,False,False,Teucrium botrys,ICN,1.0,teucrium botrys,[],False,False,Teucrium botrys,3882649.0,species,ott3.3draft1,"['Botrys chamaedryoides', 'Chamaedrys botrys', 'Chamaedrys laciniata', 'Monochilon bipinnatifidus', 'Scorodonia botrys', 'Teucrium alpinum', 'Teucrium botrydium', 'Teucrium botrys albiflorum', 'Teucrium chamaedryoides', 'Trixago botrys']","['ncbi:1209845', 'gbif:2926903', 'irmng:10200141']",Teucrium botrys,both,3882649,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium botrys,5268475,916750,99252,23736,544714,950290,,[],species
teucrium flavum,False,False,Teucrium flavum,ICN,1.0,teucrium flavum,[],False,False,Teucrium flavum,103718.0,species,ott3.3draft1,"['Chamaedrys flava', 'Teucrium flavum pilosum']","['ncbi:53177', 'gbif:3887754']",Teucrium flavum,both,103718,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium flavum,5268475,916750,99252,23736,544714,950290,,[],species
teucrium marum,False,False,Teucrium marum,ICN,1.0,teucrium marum,[],False,False,Teucrium marum,355036.0,species,ott3.3draft1,['Chamaedrys marum'],"['ncbi:711380', 'gbif:7308317']",Teucrium marum,both,355036,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium marum,5268475,916750,99252,23736,544714,950290,,[],species
teucrium polium,False,False,Teucrium polium,ICN,1.0,teucrium polium,[],False,False,Teucrium polium,652402.0,species,ott3.3draft1,['Chamaedrys polium'],"['ncbi:1117157', 'gbif:3887764']",Teucrium polium,both,652402,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium polium,5268475,916750,99252,23736,544714,950290,,[],species
teucrium scordium,False,False,Teucrium scordium,ICN,1.0,teucrium scordium,[],False,False,Teucrium scordium,114101.0,species,ott3.3draft1,"['Chamaedrys scordium', 'Teucrium scordium camusianum', 'Teucrium scordium palustre', 'Trixago scordium']","['ncbi:1132410', 'gbif:7945074']",Teucrium scordium,both,114101,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium scordium,5268475,916750,99252,23736,544714,950290,,[],species
thalictrum foetidum,False,False,Thalictrum foetidum,ICN,1.0,thalictrum foetidum,[],False,False,Thalictrum foetidum,98303.0,species,ott3.3draft1,[],"['ncbi:1084670', 'gbif:7277908']",Thalictrum foetidum,both,98303,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,,Thalictrum foetidum,5268475,916750,99252,872975,387826,190621,,[],species
thalictrum lucidum,False,False,Thalictrum lucidum,ICN,1.0,thalictrum lucidum,[],False,False,Thalictrum lucidum,977702.0,species,ott3.3draft1,"['Thalictrum ammophilum', 'Thalictrum angustifolium', 'Thalictrum angustifolium angustisectum', 'Thalictrum angustifolium angustissimum', 'Thalictrum angustifolium bulgaricum', 'Thalictrum angustifolium cnidioides', 'Thalictrum angustifolium dilatatum', 'Thalictrum angustifolium exaltatum', 'Thalictrum angustifolium fallax', 'Thalictrum angustifolium glandipilum', 'Thalictrum angustifolium glandulosum', 'Thalictrum angustifolium heterophyllum', 'Thalictrum angustifolium jacquinianum', 'Thalictrum angustifolium latisectum', 'Thalictrum angustifolium longifolium', 'Thalictrum angustifolium lucidum', 'Thalictrum angustifolium mediterraneum', 'Thalictrum angustifolium microcarpum', 'Thalictrum angustifolium nigricans', 'Thalictrum angustifolium peucedanifolium', 'Thalictrum angustifolium pilosum', 'Thalictrum angustifolium seselioides', 'Thalictrum angustifolium stenophyllum', 'Thalictrum angustifolium variisectum', 'Thalictrum angustissimum', 'Thalictrum angustissimum heterophyllum', 'Thalictrum angustissimum peucedanifolium', 'Thalictrum angustissimum sphaerococcum', 'Thalictrum bauhini cnidioides', 'Thalictrum bauhini heterophyllum', 'Thalictrum bauhini nestleri', 'Thalictrum bauhini seselioides', 'Thalictrum bauhini stenophyllum', 'Thalictrum bulgaricum', 'Thalictrum bulgaricum heterolobum', 'Thalictrum divaricatum', 'Thalictrum exaltatum', 'Thalictrum exaltatum mediterraneum', 'Thalictrum exaltatum peucedanifolium', 'Thalictrum flavum angustifolium', 'Thalictrum flavum angustisectum', 'Thalictrum flavum exaltatum', 'Thalictrum flavum heterophyllum', 'Thalictrum flavum lucidum', 'Thalictrum flavum mediterraneum', 'Thalictrum flavum nigricans', 'Thalictrum flavum pubescens', 'Thalictrum galiiforme', 'Thalictrum galioides angustifolium', 'Thalictrum heterophyllum', 'Thalictrum lucidum angustifolium', 'Thalictrum lucidum angustissimum', 'Thalictrum lucidum bulgaricum', 'Thalictrum lucidum genuinum', 'Thalictrum lucidum glandipilum', 'Thalictrum lucidum glandulosum', 'Thalictrum lucidum heterophyllum', 'Thalictrum lucidum latissimum', 'Thalictrum lucidum nigricans', 'Thalictrum lucidum peucedanifolium', 'Thalictrum lucidum sphaerococcum', 'Thalictrum lucidum stenophyllum', 'Thalictrum mediterraneum', 'Thalictrum nestleri', 'Thalictrum nigricans', 'Thalictrum peucedanifolium', 'Thalictrum rosmarinifolium', 'Thalictrum simplex lucidum', 'Thalictrum stenophyllum']","['ncbi:1084680', 'gbif:7277720']",Thalictrum lucidum,both,977702,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,,Thalictrum lucidum,5268475,916750,99252,872975,387826,190621,,[],species
thalictrum rochebruneanum,False,False,Thalictrum rochebruneanum,ICN,1.0,thalictrum rochebruneanum,[],False,False,Thalictrum rochebruneanum,451584.0,species,ott3.3draft1,"['Thalictrum grandisepaium', 'Thalictrum rochebrunianum', 'Thalictrum rochebrunnianum', 'Thalictrum rochebrunnianum grandisepalum']","['ncbi:1084692', 'gbif:4931326', 'gbif:7916484']",Thalictrum rochebruneanum,both,451584,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,,Thalictrum rochebruneanum,5268475,916750,99252,872975,387826,190621,,[],species
thalictrum simplex,False,False,Thalictrum simplex,ICN,1.0,thalictrum simplex,[],False,False,Thalictrum simplex,243507.0,species,ott3.3draft1,[],"['ncbi:495765', 'gbif:7931051']",Thalictrum simplex,both,243507,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,,Thalictrum simplex,5268475,916750,99252,872975,387826,190621,,[],species
thelocactus rinconensis,False,False,Thelocactus rinconensis,ICN,1.0,thelocactus rinconensis,[],False,False,Thelocactus rinconensis,270419.0,species,ott3.3draft1,[],"['ncbi:867535', 'gbif:7283120']",Thelocactus rinconensis,both,270419,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Thelocactus,,Thelocactus rinconensis,5268475,916750,99252,216628,584111,465064,,[],species
thelymitra brevifolia,False,False,Thelymitra brevifolia,ICN,1.0,thelymitra brevifolia,[],False,False,Thelymitra brevifolia,3970218.0,species,ott3.3draft1,[],['gbif:2814130'],Thelymitra brevifolia,both,3970218,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra brevifolia,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra frenchii,False,False,Thelymitra frenchii,ICN,1.0,thelymitra frenchii,[],False,False,Thelymitra frenchii,3970247.0,species,ott3.3draft1,[],"['ncbi:2219744', 'gbif:2814089']",Thelymitra frenchii,both,3970247,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra frenchii,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra graminea,False,False,Thelymitra graminea,ICN,1.0,thelymitra graminea,[],False,False,Thelymitra graminea,3970251.0,species,ott3.3draft1,[],"['ncbi:2219747', 'gbif:2814038']",Thelymitra graminea,both,3970251,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra graminea,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra megacalyptra,False,False,Thelymitra megacalyptra,ICN,1.0,thelymitra megacalyptra,[],False,False,Thelymitra megacalyptra,3970257.0,species,ott3.3draft1,"['Thelymitra aristata megcalyptra', 'Thelymitra megcalyptra']","['ncbi:2219755', 'gbif:2814043']",Thelymitra megacalyptra,both,3970257,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra megacalyptra,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra nuda,False,False,Thelymitra nuda,ICN,1.0,thelymitra nuda,[],False,False,Thelymitra nuda,3970204.0,species,ott3.3draft1,"['Thelymitra grandis', 'Thelymitra versicolor']","['ncbi:2219756', 'gbif:2814148']",Thelymitra nuda,both,3970204,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra nuda,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra pauciflora,False,False,Thelymitra pauciflora,ICN,1.0,thelymitra pauciflora,[],False,False,Thelymitra pauciflora,271886.0,species,ott3.3draft1,[],"['ncbi:157297', 'gbif:2814026']",Thelymitra pauciflora,both,271886,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra pauciflora,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra peniculata,False,False,Thelymitra peniculata,ICN,1.0,thelymitra peniculata,[],False,False,Thelymitra peniculata,3970213.0,species,ott3.3draft1,[],['gbif:2814006'],Thelymitra peniculata,both,3970213,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra peniculata,5268475,916750,99252,557124,568878,488878,,[],species
thelymitra rubra,False,False,Thelymitra rubra,ICN,1.0,thelymitra rubra,[],False,False,Thelymitra rubra,3970234.0,species,ott3.3draft1,"['Thelymitra carnea rubra', 'Thelymitra elizabethiae', 'Thelymitra rubra magnanthera', 'Thelymitra urnalis']","['ncbi:1445440', 'gbif:2814067']",Thelymitra rubra,both,3970234,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,,Thelymitra rubra,5268475,916750,99252,557124,568878,488878,,[],species
theobroma cacao,False,False,Theobroma cacao,ICN,1.0,theobroma cacao,[],False,False,Theobroma cacao,388185.0,species,ott3.3draft1,"['Theobroma cocao', 'Theobroma leiocarpum', 'Theobroma pentagonum', 'Theobroma pentogona', 'Theobroma sativa', 'Theobroma sphaerocarpum']","['ncbi:3641', 'gbif:3152205', 'irmng:10994701', 'irmng:11057820', 'irmng:10199045']",Theobroma cacao,both,388185,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,,Theobroma cacao,5268475,916750,99252,229284,279960,388189,,[],species
thermopsis montana,False,False,Thermopsis montana,ICN,1.0,thermopsis montana,[],False,False,Thermopsis montana,797107.0,species,ott3.3draft1,"['Thermopsis angustata', 'Thermopsis gracilis', 'Thermopsis ovata', 'Thermopsis pauciflora', 'Thermopsis rhombifolia var. montana', 'Thermopsis stricta', 'Thermopsis venosa', 'Thermopsis xylorhiza']","['ncbi:183296', 'gbif:5360221', 'irmng:10690557']",Thermopsis montana,both,797107,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,,Thermopsis montana,5268475,916750,99252,956360,560323,187716,,[],species
thuja occidentalis,False,False,Thuja occidentalis,ICN,1.0,thuja occidentalis,[],False,False,Thuja occidentalis,463720.0,species,ott3.3draft1,"['Cupressus arborvitae', 'Retinispora glaucescens', 'Retinospora dubia', 'Thuja compacta', 'Thuja obtusa', 'Thuja occidentalis alba', 'Thuja occidentalis fastigiata', 'Thuja occidentalis malonyana', 'Thuja occidentalis nigra', 'Thuja occidentalis pyramidalis', 'Thuja occidentslis', 'Thuja odorata', 'Thuja procera', 'Thuja theophrastii', 'Thuja vervaeneana']","['ncbi:3317', 'gbif:2684178', 'irmng:10858537']",Thuja occidentalis,both,463720,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Thuja,,Thuja occidentalis,5268475,916750,,5435764,620757,994095,,[],species
thuja plicata,False,False,Thuja plicata,ICN,1.0,thuja plicata,[],False,False,Thuja plicata,463725.0,species,ott3.3draft1,"['Libocedrus craigiana', 'Libocedrus gigantea', 'Thuja douglasii', 'Thuja gigantea', 'Thuja menziesii', 'Thuja occidentalis plicata', 'Thuja wareana']","['ncbi:3316', 'gbif:2684171', 'irmng:10766935']",Thuja plicata,both,463725,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Thuja,,Thuja plicata,5268475,916750,,5435764,620757,994095,,[],species
thujopsis dolabrata,False,False,Thujopsis dolabrata,ICN,1.0,thujopsis dolabrata,[],False,False,Thujopsis dolabrata,665925.0,species,ott3.3draft1,"['Thuja dolobrata', 'Thujopsis dolobrata']","['ncbi:13727', 'gbif:2684102']",Thujopsis dolabrata,both,665925,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Thujopsis,,Thujopsis dolabrata,5268475,916750,,5435764,620757,665923,,[],species
thunbergia alata,False,False,Thunbergia alata,ICN,1.0,thunbergia alata,['sibling_higher'],False,False,Thunbergia alata,511895.0,species,ott3.3draft1,"['Endomelas alata', 'Thunbergia alata alba', 'Thunbergia alata albiflora', 'Thunbergia alata retinervia', 'Thunbergia alata vixalata', 'Thunbergia bikamaensis', 'Thunbergia delamerei', 'Thunbergia fuscata', 'Thunbergia kamatembica', 'Thunbergia manganjensis', 'Thunbergia nymphaeifolia', 'Thunbergia oculata', 'Valentiana volubilis']","['ncbi:32198', 'gbif:5415463', 'irmng:10690823']",Thunbergia alata,both,511895,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,,Thunbergia alata,5268475,916750,99252,23736,504642,665929,,['sibling_higher'],species
thunbergia gregorii,False,True,Thunbergia gregorii,ICN,1.0,thunbergia gregorii,['sibling_higher'],False,False,Thunbergia gregoryi,299127.0,species,ott3.3draft1,"['Thunbergia aureosetosa', 'Thunbergia exasperata', 'Thunbergia gregorii', 'Thunbergia longepedunculata']","['ncbi:504050', 'gbif:5574124']",Thunbergia gregoryi,both,299127,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,,Thunbergia gregoryi,5268475,916750,99252,23736,504642,665929,,['sibling_higher'],species
thunbergia hawtayneana,False,True,Thunbergia hawtayneana,ICN,1.0,thunbergia hawtayneana,['sibling_higher'],False,False,Thunbergia erecta,296019.0,species,ott3.3draft1,"['Meyenia erecta', 'Meyenia hawtayneana', 'Thunbergia coerulea', 'Thunbergia cordifolia', 'Thunbergia hawtayneana', 'Thunbergia hawtaynii', 'Thunbergia ikbaliana', 'Thunbergia mestdaghii']","['ncbi:76287', 'gbif:5573496', 'gbif:5415461', 'irmng:10891815']",Thunbergia erecta,both,296019,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,,Thunbergia erecta,5268475,916750,99252,23736,504642,665929,,['sibling_higher'],species
thunbergia mysorensis,False,False,Thunbergia mysorensis,ICN,1.0,thunbergia mysorensis,['sibling_higher'],False,False,Thunbergia mysorensis,61453.0,species,ott3.3draft1,['Hexacentris mysorensis'],"['ncbi:139222', 'gbif:7972115']",Thunbergia mysorensis,both,61453,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,,Thunbergia mysorensis,5268475,916750,99252,23736,504642,665929,,['sibling_higher'],species
thuya orientalis,False,True,Thuya orientalis,ICN,1.0,thuya orientalis,[],False,False,Platycladus orientalis,61760.0,species,ott3.3draft1,"['Biota coraeana', 'Biota japonica', 'Biota meldensis', 'Biota nepalensis', 'Biota orientalis', 'Biota orientalis elegantissima', 'Biota orientalis semperaurescens', 'Biota zuccarinii', 'Platycladus chengii', ""Platycladus orientalis cv 'Flagelliformis'"", 'Platycladus stricta', 'Retinispora ericoides', 'Retinispora juniperoides', 'Retinospora juniperoides', 'Thuja acuta', 'Thuja chengii', 'Thuja decora', 'Thuja expansa', 'Thuja filiformis', 'Thuja gracilifolia', 'Thuja minor', 'Thuja nepalensis', 'Thuja orientalis', 'Thuja orientalis argyi', 'Thuja orientalis aurea', 'Thuja orientalis conspicua', 'Thuja orientalis juniperoides', 'Thuja tatarica', 'Thuya orientalis']","['ncbi:58046', 'gbif:2684855', 'irmng:10935146']",Platycladus orientalis,both,61760,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Platycladus,,Platycladus orientalis,5268475,916750,,5435764,620757,173565,,[],species
thymelaea passerina,False,False,Thymelaea passerina,ICN,1.0,thymelaea passerina,[],False,False,Thymelaea passerina,664734.0,species,ott3.3draft1,"['Ligia passerina', 'Lygia passerina', 'Passerina annua', 'Passerina arvensis', 'Passerina concinna', 'Passerina diarthronoides', 'Passerina stellera', 'Passerina tragi', 'Stellera annua', 'Stellera passerina', 'Thymelaea arvensis']","['ncbi:224057', 'gbif:5420850', 'irmng:10206460']",Thymelaea passerina,both,664734,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaea,,Thymelaea passerina,5268475,916750,99252,229284,1015625,461200,,[],species
thymus doerfleri,False,False,Thymus doerfleri,ICN,1.0,thymus doerfleri,[],False,False,Thymus doerfleri,5801274.0,species,ott3.3draft1,"['Thymus karadzicensis', 'Thymus karadzicensis doerfleri']",['gbif:5607213'],Thymus doerfleri,both,5801274,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,,Thymus doerfleri,5268475,916750,99252,23736,544714,907454,,[],species
thymus herba-barona,False,False,Thymus herba-barona,ICN,1.0,thymus herba-barona,[],False,False,Thymus herba-barona,914361.0,species,ott3.3draft1,"['Acinos herba-barona', 'Calamintha herba-barona', 'Origanum herba-barona', 'Thymus affinis', 'Thymus attenuatus']","['ncbi:1107925', 'gbif:7307315']",Thymus herba-barona,both,914361,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,,Thymus herba-barona,5268475,916750,99252,23736,544714,907454,,[],species
thymus mastichina,False,False,Thymus mastichina,ICN,1.0,thymus mastichina,[],False,False,Thymus mastichina,573131.0,species,ott3.3draft1,"['Origanum mastichina', 'Satureja mastichina']","['ncbi:157259', 'gbif:7307002']",Thymus mastichina,both,573131,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,,Thymus mastichina,5268475,916750,99252,23736,544714,907454,,[],species
tiarella cordifolia,False,False,Tiarella cordifolia,ICN,1.0,tiarella cordifolia,[],False,False,Tiarella cordifolia,738831.0,species,ott3.3draft1,"['Tiarella cordifolia bracteata', 'Tiarella macrophylla', 'Tiarella wherryi']","['ncbi:369350', 'gbif:5371610', 'irmng:11072718']",Tiarella cordifolia,both,738831,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella,,Tiarella cordifolia,5268475,916750,99252,648890,1035588,890082,,[],species
tigridia pavonia,False,False,Tigridia pavonia,ICN,1.0,tigridia pavonia,[],False,False,Tigridia pavonia,922130.0,species,ott3.3draft1,"['Beatonia grandiflora', 'Beatonia lutea', 'Ferraria pavonia', 'Moraea grandiflora', 'Moraea pavonia', 'Moraea tigridia', 'Sisyrinchium grandiflorum', 'Sisyrinchium palmifolium', 'Tigridia conchiflora', 'Tigridia grandiflora', 'Tigridia lutea', 'Tigridia oxypetala', 'Tigridia pavonia conchiflora', 'Tigridia pringlei', 'Tigridia speciosa', 'Vieusseuxia pavonia']","['ncbi:152754', 'gbif:8079009']",Tigridia pavonia,both,922130,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Tigridia,,Tigridia pavonia,5268475,916750,99252,557124,1087540,114732,,[],species
tilia cordata,False,False,Tilia cordata,ICN,1.0,tilia cordata,[],False,False,Tilia cordata,218598.0,species,ott3.3draft1,"['Tilia angulata', 'Tilia betulifolia', 'Tilia bohemica', 'Tilia borbasiana', 'Tilia bracteolata', 'Tilia eriocarpa', 'Tilia europaea parvifolia', 'Tilia foemina', 'Tilia hoffmanniana', 'Tilia hollandica', 'Tilia intermedia', 'Tilia jacquiniana', 'Tilia macrophylla', 'Tilia microphylla', 'Tilia parvifolia', 'Tilia polyantha', 'Tilia rugosa', 'Tilia septemtrionalis', 'Tilia silvestris', 'Tilia sylvestris', 'Tilia tecksiana', 'Tilia ulmifolia']","['ncbi:172266', 'gbif:3152047', 'irmng:11165674']",Tilia cordata,both,218598,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia cordata,5268475,916750,99252,229284,279960,30483,,[],species
tilia henryana,False,False,Tilia henryana,ICN,1.0,tilia henryana,[],False,False,Tilia henryana,5762462.0,species,ott3.3draft1,[],"['ncbi:1522115', 'gbif:4261619']",Tilia henryana,both,5762462,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia henryana,5268475,916750,99252,229284,279960,30483,,[],species
tilia mongolica,False,False,Tilia mongolica,ICN,1.0,tilia mongolica,[],False,False,Tilia mongolica,5762453.0,species,ott3.3draft1,[],"['ncbi:1522117', 'gbif:4260674']",Tilia mongolica,both,5762453,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia mongolica,5268475,916750,99252,229284,279960,30483,,[],species
tilia platyphyllos,False,False,Tilia platyphyllos,ICN,1.0,tilia platyphyllos,[],False,False,Tilia platyphyllos,1067735.0,species,ott3.3draft1,"['Tilia grandifolia', 'Tilia hostii', 'Tilia platyphyllos aurea']","['ncbi:82423', 'gbif:3152048', 'irmng:10199040']",Tilia platyphyllos,both,1067735,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia platyphyllos,5268475,916750,99252,229284,279960,30483,,[],species
tilia tomentosa,False,False,Tilia tomentosa,ICN,1.0,tilia tomentosa,[],False,False,Tilia tomentosa,495951.0,species,ott3.3draft1,"['Lindnera alba', 'Tilia alba', 'Tilia argentea', 'Tilia argentea subglobularis', 'Tilia gigantea', 'Tilia glauca', 'Tilia macrophylla', 'Tilia orbicularis', 'Tilia peduncularis', 'Tilia rotundifolia', 'Tilia tomentosa petiolaris', 'Tilia tomentosa rhodopetala']","['ncbi:121718', 'gbif:4259350']",Tilia tomentosa,both,495951,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia tomentosa,5268475,916750,99252,229284,279960,30483,,[],species
tillandsia baileyi,False,False,Tillandsia baileyi,ICN,1.0,tillandsia baileyi,[],False,False,Tillandsia baileyi,799102.0,species,ott3.3draft1,[],"['ncbi:482605', 'gbif:2695759', 'irmng:10588250']",Tillandsia baileyi,both,799102,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia baileyi,5268475,916750,99252,921871,627035,707132,,[],species
tillandsia lindeni,True,False,Tillandsia lindenii,ICN,0.9473684430122375,tillandsia lindeni,[],False,False,Wallisia cyanea,183441.0,species,ott3.3draft1,"['Phytarrhiza lindenii genuina', 'Tillandsia cyanea', 'Tillandsia lindeniana vera', 'Tillandsia lindenii', 'Tillandsia lindenii genuina', 'Tillandsia lindenii rosea', 'Tillandsia lindenii rutilans', 'Tillandsia lindenii superba', 'Tillandsia lindenii vera', 'Tillandsia lindenii violacea', 'Tillandsia morreniana']","['ncbi:294069', 'gbif:9556126']",Wallisia cyanea,both,183441,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Wallisia,,Wallisia cyanea,5268475,916750,99252,921871,627035,5325856,,[],species
tillandsia.,True,False,Tillandsia,ICN,0.8999999761581421,tillandsia.,[],False,False,Tillandsia,707132.0,genus,ott3.3draft1,"['Acanthospora', 'Allardtia', 'Amalia', 'Anoplophytum', 'Bonapartea', 'Buonapartea', 'Caraguata', 'Dendropogon', 'Diaphoranthema', 'Misandra', 'Phytarrhiza', 'Pityrophyllum', 'Platystachys', 'Racindsia', 'Renealmia', 'Strepsia']","['ncbi:15170', 'gbif:8279994', 'irmng:1079136', 'irmng:1061500', 'irmng:1091214', 'irmng:1074709', 'irmng:1362373', 'irmng:1101003', 'irmng:1323449', 'irmng:1382199', 'irmng:1077932', 'irmng:1363028', 'irmng:1084798', 'irmng:1071928']",Tillandsia,both,707132,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,,,Tillandsia,5268475,916750,99252,921871,627035,,,[],genus
tillandsia usneoides,False,False,Tillandsia usneoides,ICN,1.0,tillandsia usneoides,[],False,False,Tillandsia usneoides,774278.0,species,ott3.3draft1,"['Dendropogon usneoides', 'Renealmia usneoides', 'Strepsia usneoides', 'Strepsia usneoides publ', 'Tillandsia crinita', 'Tillandsia filiformis', 'Tillandsia trichoides', 'Tillandsia usneoides cretacea', 'Tillandsia usneoides crispa', 'Tillandsia usneoides ferruginea', 'Tillandsia usneoides filiformis', 'Tillandsia usneoides genuina', 'Tillandsia usneoides longissima', 'Tillandsia usneoides major', 'Tillandsia usneoides robusta']","['ncbi:49541', 'gbif:2695149', 'irmng:10202366']",Tillandsia usneoides,both,774278,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia usneoides,5268475,916750,99252,921871,627035,707132,,[],species
tillandsia vernicosa,False,False,Tillandsia vernicosa,ICN,1.0,tillandsia vernicosa,[],False,False,Tillandsia vernicosa,3963603.0,species,ott3.3draft1,"['Tillandsia drepanophylla', 'Tillandsia polyphylla']",['gbif:2695541'],Tillandsia vernicosa,both,3963603,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia vernicosa,5268475,916750,99252,921871,627035,707132,,[],species
tischleria peersii,False,True,Tischleria peersii,ICN,1.0,tischleria peersii,[],False,False,Carruanthus ringens,674792.0,species,ott3.3draft1,"['Bergeranthus caninus', 'Carruanthus caninus', 'Carruanthus vulpinus', 'Mesembryanthemum caninum', 'Mesembryanthemum caninum vulpinum', 'Mesembryanthemum ringens', 'Mesembryanthemum vulpinum', 'Tischleria peersii']","['ncbi:215939', 'gbif:3703210']",Carruanthus ringens,both,674792,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carruanthus,,Carruanthus ringens,5268475,916750,99252,216628,367508,674790,,[],species
titanopsis calcarea,False,False,Titanopsis calcarea,ICN,1.0,titanopsis calcarea,[],False,False,Titanopsis calcarea,5232276.0,species,ott3.3draft1,"['Mesembryanthemum calcareum', 'Titanopsis fulleri']","['ncbi:1352213', 'gbif:5554549']",Titanopsis calcarea,both,5232276,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Titanopsis,,Titanopsis calcarea,5268475,916750,99252,216628,367508,243478,,[],species
