idTaxon,matched_name,fuzzy_match_score
Cinnamomum camphora (L.) J. Presl,Cinnamomum camphora,90
Cimicifuga racemosa var. cordifolia (Pursh) Gray,Cimicifuga racemosa,90
Cimicifuga racemosa (L.) Nutt. s.l.,Cimicifuga racemosa,90
Cimicifuga foetida L.,Cimicifuga foetida,95
Cicuta virosa L.,Cicuta virosa,95
Cichorium intybus L.,Cichorium intybus,95
Cichorium endivia var. latifolium Lam.,Cichorium endivia,90
Cicerbita plumieri (L.) Kirschl.,Cicerbita plumieri,90
Cicerbita alpina (L.) Wallr.,Cicerbita alpina,90
Cicer arietinum L. (graines noires),Cicer arietinum,90
Chrysopogon gryllus (L.) Trin.,Chrysopogon gryllus,90
Chrysocoma coma-aurea L.,Chrysocoma coma-aurea,95
Christella dentata H. Lev.,Christella dentata,95
Chondrilla juncea L.,Chondrilla juncea,95
Chlorophytum comosum (Thunb.) Jacques 'Variegatum',Chlorophytum comosum,90
Chlorophytum comosum (Thunb.) Jacques 'Undulata',Chlorophytum comosum,90
Chlorophytum capense (L.) Voss 'Variegatum',Chlorophytum capense,90
Chloris virgata Sw.,Chloris virgata,95
Chloraea cristata Lindl.,Chloraea cristata,95
Chionanthus virginicus L.,Chionanthus virginicus,96
Chimonanthus praecox (L.) Link,Chimonanthus praecox,90
Chiloglottis x pescottiana R.S.Rogers,x Astroworthia,86
Chiastophyllum oppositifolium (Ledeb.) A.Berger,Chiastophyllum oppositifolium,90
Chenopodium quinoa Willd.,Chenopodium quinoa,95
Chenopodium giganteum D. Don,Chenopodium giganteum,95
Chenopodium botrys L.,Chenopodium botrys,95
Chenopodium bonus-henricus L.,Chenopodium bonus-henricus,96
Chenopodium album L.,Chenopodium album,95
Chelone obliqua L.,Chelone obliqua,95
Chelidonium majus L.,Chelidonium majus,95
Chasmanthium latifolium (Michx.) H.O. Yates,Chasmanthium latifolium,90
Chasmanthe bicolor (Gasp.) N.E. Br.,Chasmanthe bicolor,90
Changnienia amoena S.S.Chien,Changnienia amoena,90
Chamaerops humilis L.,Chamaerops humilis,95
Chamaemelum nobile All.,Chamaemelum nobile,95
Chamaedorea graminifolia H. Wendl.,Chamaedorea graminifolia,95
Chamaecytisus x virescens (Neilr.) Dostal,Chamaecytisus supinus,86
Chamaecytisus supinus (L.) Link,Chamaecytisus supinus,95
Chamaecytisus purpureus (Scop.) Link,Chamaecytisus purpureus,90
Chamaecyparis nootkatensis Sudw. 'Pendula',Chamaecyparis nootkatensis,90
Chaerophyllum aureum L.,Chaerophyllum aureum,95
Chaenorrhinum minus (L.) Lange,Chaenorrhinum minus,90
Chaenomeles japonica var. japonica (Thunb.) Spach,Chaenomeles japonica,90
Ceterach officinarum Willd.,Ceterach officinarum,95
Cestrum nocturnum L.,Cestrum nocturnum,95
Ceropegia stapeliiformis Haw.,Ceropegia stapeliiformis,95
Ceropegia stapeliaeformis Haw.,Stapelia,90
Ceropegia sandersonii Hook. f.,Ceropegia sandersonii,95
Ceropegia linearis subsp. debilis (N.E. Br.) H. Huber,Ceropegia linearis,90
Ceropegia fusca Bolle,Ceropegia fusca,95
Cerinthe major L.,Cerinthe major,95
Cerinthe glabra Mill.,Cerinthe glabra,95
Cereus winterianus var. cristata,Dryopteris cristata,86
Cereus repandus (L.) Mill.,Cereus repandus,90
Cereus forbesii Otto,Cereus forbesii,95
Cercis siliquastrum L.,Cercis siliquastrum,95
Cercidiphyllum japonicum Sieb. et Zucc. MÃ¢le,Cercidiphyllum japonicum,90
Ceratostigma willmottianum Stapf,Ceratostigma willmottianum,95
Ceratonia siliqua L.,Ceratonia siliqua,95
Cerastium tomentosum L.,Cerastium tomentosum,95
Cerastium grandiflorum Waldst. et Kit. fo. leiostemon,Cerastium grandiflorum,90
Cerastium candidissimum Correns,Cerastium candidissimum,95
Cerastium austroalpinum Kunz,Cerastium arvense,86
Cerastium arvense subsp. suffruticosum (L.) Ces.,Cerastium arvense,90
Cerastium arvense subsp. strictum (W.D.J. Koch ) Schinz & R. Keller,Cerastium arvense,90
Cerastium arvense L.,Cerastium arvense,95
Cerastium alpinum subsp. lanatum (Lam.) Asch. et Graebn.,Cerastium alpinum,90
Cephalotaxus harringtonii (J. Forbes) K. Koch,Cephalotaxus harringtonii,90
Cephalaria gigantea (Ledeb.) Bobrov,Cephalaria gigantea,90
Cephalaria alpina (L.) Roem. et Schult.,Cephalaria alpina,90
Cephalanthus occidentalis L.,Cephalanthus occidentalis,96
Cephalanthera rubra (L.) Rich.,Cephalanthera rubra,90
Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium,90
Centranthus ruber (L.) DC.,Centranthus ruber,95
Centella asiatica (L.) Urb.,Centella asiatica,90
Centaurium erythraea Rafn,Centaurium erythraea,95
Centaurea valesiaca (DC) Jord.,Centaurea,90
Centaurea triumphettii subsp. cana (Sibth. et Sm.) Dostal,Centaurea,90
Centaurea sp.,Centaurea,95
Centaurea scabiosa subsp. grinensis (Reut.) Nyman,Centaurea scabiosa,90
Centaurea scabiosa subsp. alpestris (Hegetschw.) Nyman,Centaurea scabiosa,90
Centaurea scabiosa L. subsp. scabiosa,Centaurea scabiosa,90
Centaurea scabiosa L. s. l.,Centaurea scabiosa,95
Centaurea montana L.,Centaurea montana,95
Centaurea macrocephala Willd.,Centaurea macrocephala,95
Centaurea jacea L. subsp. jacea,Centaurea,90
Centaurea cyanus L.,Centaurea cyanus,95
Centaurea calcitrapa L.,Centaurea calcitrapa,95
Centaurea benedicta (L.) L.,Centaurea,90
Centaurea alpina L.,Centaurea alpina,95
Cenchrus longisetus M.C. Johnst.,Cenchrus longisetus,90
Celtis occidentalis L.,Celtis occidentalis,95
Celtis australis L.,Celtis australis,95
Celosia argentea L.,Celosia argentea,95
Celastrus scandens L.,Celastrus scandens,95
Ceiba pentandra (L.) Gaertn.,Ceiba pentandra,90
Cedronella canariensis (L.) Webb et Berthel.,Cedronella canariensis,90
Caucalis platycarpos L.,Caucalis platycarpos,95
Cattleya skinneri Batem. 'Alba',Cattleya skinneri,90
Cattleya bowringiana 0'Brien,Cattleya bowringiana,95
Catharanthus roseus (L.) G. Don. (rosa),Catharanthus roseus,90
Catha edulis Forssk.,Catha edulis,90
Catananche caerulea L.,Catananche caerulea,95
Catalpa ovata G. Don,Catalpa ovata,90
Castanea sativa Mill.,Castanea sativa,95
Caryopteris x clandonensis N.W. Simmonds 'Heavenly Blue',x Astroworthia,86
Carya illinoinensis (Wangenh.) K.Koch,Carya illinoinensis,90
Carum carvi L.,Carum carvi,95
Carthamus tinctorius L.,Carthamus tinctorius,95
Carthamus lanatus L.,Carthamus lanatus,95
Carthamus carduncellus L.,Carthamus carduncellus,96
Carpobrotus edulis (L.) L. Bolus,Carpobrotus edulis,90
Carpinus betulus L.,Carpinus betulus,95
Carpesium cernuum L.,Carpesium cernuum,95
Carludovica palmata Ruiz et Pav.,Carludovica palmata,90
Carlina vulgaris L.,Carlina vulgaris,95
Carlina acaulis subsp. caulescens (Lam.) SchÃ¼bl. et G. Martens,Carlina acaulis,90
Carica papaya L.,Carica papaya,95
Carex vesicaria L.,Carex vesicaria,95
Carex tomentosa L.,Carex tomentosa,95
Carex sylvatica Huds.,Carex sylvatica,95
Carex sempervirens Villars subsp. sempervirens,Carex sempervirens,90
Carex remota L.,Carex remota,95
Carex pseudocyperus L.,Carex pseudocyperus,95
Carex pendula Huds.,Carex pendula,95
Carex pairae F.W.Schultz,Carex pairae,90
Carex ornithopoda Willd.,Carex ornithopoda,95
Carex nigra (L.) Reichard,Carex nigra,90
Carex montana L.,Carex montana,95
Carex liparocarpos Gaudin,Carex liparocarpos,95
Carex lepidocarpa Tausch,Carex lepidocarpa,95
Carex humilis Leyss.,Carex humilis,95
Carex hostiana DC.,Carex hostiana,95
Carex hirta L.,Carex hirta,95
Carex heleonastes L.f.,Carex heleonastes,95
Carex hartmanii Cajander,Carex hartmanii,90
Carex halleriana Asso,Carex halleriana,95
Carex flacca Schreb.,Carex flacca,90
Carex firma Host,Carex firma,95
Carex fimbriata Schkuhr,Carex fimbriata,90
Carex echinata Murray,Carex echinata,90
Carex digitata L.,Carex digitata,95
Carex davalliana Sm.,Carex davalliana,95
Carex curvula All. s.l.,Carex curvula,90
Carex chordorrhiza L. f.,Carex chordorrhiza,95
Carex buxbaumii Wahlenb.,Carex buxbaumii,90
Carex buchananii Berggr.,Carex buchananii,95
Carex bohemica Schreb.,Carex bohemica,90
Carex bicolor All.,Carex bicolor,95
Carex baldensis L.,Carex baldensis,95
Carex atrata subsp. aterrima (Hoppe) Hartmam,Carex atrata,90
Carex alba Scop.,Carex alba,90
Carex acutiformis Ehrh.,Carex acutiformis,95
Carduus personata (L.) Jacq.,Carduus personata,90
Carduus acanthoides L.,Carduus acanthoides,95
Cardiospermum halicacabum L.,Cardiospermum halicacabum,96
Cardiocrinum giganteum (Wall.) Makino s.l.,Cardiocrinum giganteum,90
Cardamine trifolia L.,Cardamine trifolia,95
Cardamine pratensis L.,Cardamine pratensis,95
Cardamine pentaphyllos (L.) Crantz,Cardamine pentaphyllos,90
Cardamine kitaibelii Bech.,Cardamine kitaibelii,95
Cardamine impatiens L.,Cardamine impatiens,95
Cardamine hirsuta L.,Cardamine hirsuta,95
Cardamine heptaphylla (Vill.) O.E.Schult.,Cardamine heptaphylla,90
Cardamine amara L. subsp. amara,Cardamine amara,90
Caragana arborescens Lam.,Caragana arborescens,95
Capsicum frutescens L.,Capsicum frutescens,95
Capsicum annuum L. (petit rond),Capsicum annuum,90
Capsicum annuum L. (long Ã©rigÃ©),Capsicum annuum,90
Capsicum annuum L. 'Piment d'Espelette',Capsicum annuum,90
Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,95
Capparis spinosa L.,Caesalpinia spinosa,65
Capnoides sempervirens (L.) Borkhausen,Capnoides sempervirens,90
Cannabis sativa L.,Cannabis sativa,95
Canna x generalis L.H. Bailey et E.Z. Bailey,Canna indica,86
Canna indica L.,Canna indica,95
Canavalia ensiformis (L.) DC.,Canavalia ensiformis,95
Canarina canariensis (L.) Vatke,Canarina canariensis,90
Campsis radicans (L.) Bureau,Campsis radicans,90
Campanula trachelium L.,Campanula trachelium,95
Campanula thyrsoides subsp. carniolica (SÃ¼nd.) Podlech,Campanula thyrsoides,90
Campanula thyrsoides L. subsp. thyrsoides,Campanula thyrsoides,90
Campanula spicata L.,Campanula cana,79
Campanula saxifraga M. Bieb.,Campanula saxifraga,95
Campanula rotundifolia L.,Campanula rotundifolia,96
Campanula rhomboidalis L.,Campanula rhomboidalis,96
Campanula rapunculoides L.,Campanula excisa,86
Campanula pulla L.,Campanula pulla,95
Campanula portenschlagiana Schult.,Campanula portenschlagiana,95
Campanula persicifolia L.,Campanula persicifolia,96
Campanula latifolia L.,Campanula latifolia,95
Campanula kemulariae Fomin,Campanula kemulariae,95
Campanula hofmannii (Pantan.) Greuter et Burdet,Campanula hofmannii,90
Campanula glomerata L. subsp. glomerata,Campanula glomerata,90
Campanula glomerata L. s. l.,Campanula glomerata,95
Campanula garganica Ten.,Campanula garganica,95
Campanula cochleariifolia Lam.,Campanula cochleariifolia,95
Campanula chamissonis Fed.,Campanula chamissonis,95
Campanula bononiensis L.,Campanula bononiensis,95
Campanula barbata L.,Campanula barbata,95
Campanula autraniana Albov,Campanula autraniana,95
Campanula aucheri A. DC.,Campanula aucheri,95
Camelina sativa (L.) Crantz s.l.,Camelina sativa,90
Camassia scilloides (Raf.) Cory,Camassia scilloides,90
Camassia quamash (Pursh) Greene,Camassia quamash,90
Camassia leichtlinii S. Watson,Camassia leichtlinii,90
Camassia cusickii S. Watson,Camassia cusickii,90
Calycanthus fertilis Walter s.l.,Calycanthus fertilis,90
Calycanthus chinensis (W.C. Cheng et S.Y. Chang) P.T. Li,Calycanthus chinensis,90
Calvoa orientalis Taub.,Calvoa orientalis,95
Caltha palustris L.,Caltha palustris,95
Calochortus uniflorus Hook. et Arn.,Calochortus uniflorus,90
Calluna vulgaris L. Hull.,Calluna vulgaris,90
Callitriche palustris L.,Callitriche palustris,95
Callistephus chinensis (L.) Nees,Callistephus chinensis,95
Callisia repens L.,Callisia repens,95
Callisia navicularis (Ortgies) D.R. Hunt,Callisia navicularis,90
Callisia gentlei (Alexander ex H.E.Moore) D.R.Hunt var. elegans,Callisia gentlei,90
Callicarpa x shirasawana Makino,Callicarpa dichotoma,86
Callicarpa giraldii Rehder var. giraldii,Callicarpa giraldii,90
Calla palustris L.,Calla palustris,95
Calepina irregularis (Asso) Thell.,Calepina irregularis,90
Calendula officinalis L.,Calendula officinalis,95
Calendula arvensis L.,Calendula arvensis,95
Calceolaria tripartita Ruiz et Pav.,Calceolaria tripartita,90
Calathea marantina (KÃ¶rn.) K. Koch,Calathea marantina,90
Calathea lietzei E. Morren,Calathea lietzei,90
Calanthe triplicata (Willemet) Ames,Calanthe triplicata,90
Calanthe sp.,Calanthe argenteostriata,86
Calanthe graciliflora Hayata,Calanthe graciliflora,95
Calanthe argenteostriata C.Z.Tang & S.J.Cheng,Calanthe argenteostriata,90
Calanthe Vestita - Hybriden,Calanthe vestita,90
Calanthe 'Hizen',Calanthe argenteostriata,86
Calamintha nepeta (L.) Savi,Calamintha nepeta,90
Calamintha menthifolia Host,Calamintha menthifolia,95
Calamagrostis epigejos Roth.,Calamagrostis epigejos,95
Calamagrostis arundinacea (L.) Roth,Calamagrostis arundinacea,95
Cajanus cajan (L.) Millsp.,Alnus incana,60
Caesalpinia spinosa (Molina) Kuntze,Caesalpinia spinosa,90
Caesalpinia gilliesii (Hook.) D. Dietr.,Caesalpinia gilliesii,90
Cactaceae,Cactaceae,100
Buxus sempervirens L. 'Rotundifolia,Buxus sempervirens,90
Buxus sempervirens L.,Buxus sempervirens,95
Butomus umbellatus L.,Butomus umbellatus,95
Bupleurum stellatum L.,Bupleurum stellatum,95
Bupleurum rotundifolium L.,Bupleurum rotundifolium,96
Bupleurum ranunculoides L. subsp. ranunculoides,Bupleurum ranunculoides,90
Bupleurum longifolium L.,Bupleurum longifolium,95
Bupleurum falcatum L. subsp. falcatum,Bupleurum falcatum,90
Buphthalmum salicifolium L.,Buphthalmum salicifolium,96
Bunium bulbocastanum L.,Bunium bulbocastanum,95
Bunias orientalis L.,Bunias orientalis,95
Bulbophyllum patens King ex Hook.f.,Bulbophyllum patens,90
Bulbophyllum ovalifolium (Blume) Lindl.,Bulbophyllum ovalifolium,90
Bulbophyllum odoratissimum Lindl.,Bulbophyllum odoratissimum,95
Bulbophyllum lobbii Lindl. var. siamense,Bulbophyllum lobbii,90
Bulbophyllum lobbii Lindl.,Bulbophyllum lobbii,95
Bulbophyllum lasiochilum C.S.P. Parish et Rchb.f.,Bulbophyllum lasiochilum,90
Bulbophyllum falcatum Rchb.f.,Bulbophyllum falcatum,95
Bulbophyllum affine Lindl.,Bulbophyllum affine,95
Bulbine semibarbata (R. Br.) Haw.,Bulbine semibarbata,90
Buglossoides purpurocaerulea (L.) I.M. Johnst.,Buglossoides purpurocaerulea,90
Buddleja lindleyana Fortune,Buddleja lindleyana,95
Buddleja alternifolia Maxim.,Buddleja alternifolia,95
Bryonia dioica Jacq.,Bryonia dioica,95
Brunnera macrophylla I.M. Johnst.,Brunnera macrophylla,90
Brunfelsia uniflora D. Don.,Brunfelsia uniflora,95
Brunfelsia calycina var. calycina (Benth.) J.A. Schmidt,Brunfelsia calycina,90
Brugmansia x insignis (Rodr.) Lockwood,Brighamia insignis,86
Browallia americana L.,Browallia americana,95
Broussonetia papyrifera (L.) L'HÃ©r. ex Vent.,Broussonetia papyrifera,90
Brosimum alicastrum Sw.,Brosimum alicastrum,95
Bromus sterilis L.,Bromus sterilis,95
Bromus secalinus L.,Bromus secalinus,95
Bromus hordeaceus L. s.l.,Bromus hordeaceus,95
Bromus erectus Huds. subsp. erectus,Bromus erectus,90
Bromus arvensis L.,Bromus arvensis,95
Bromelia pinguin L.,Bromelia pinguin,95
Brocchinia reducta Baker,Brocchinia reducta,95
Briza media L.,Briza media,95
Briza maxima L.,Briza maxima,95
Brimeura fastigiata (Viv.) Chouard,Brimeura fastigiata,90
Brimeura amethystina (L.) Chouard,Brimeura amethystina,90
Brillantaisia owariensis P. Beauv.,Brillantaisia owariensis,95
Brighamia insignis A.Gray,Brighamia insignis,95
Brassica rapa subsp. rapa Thell. (rave d' automne),Brassica rapa,90
Brassica rapa subsp. rapa Thell. (navet de mai),Brassica rapa,90
Brassica oleracea L. subsp. oleracea,Brassica oleracea,90
Brassica oleracea L. Sabellica Group,Brassica oleracea,90
Brassica oleracea L. Sabauda Group,Brassica oleracea,90
Brassica oleracea L. Rubra Group,Brassica oleracea,90
Brassica oleracea L. Gongylodes Group,Brassica oleracea,90
Brassica oleracea L. Gemmifera Group,Brassica oleracea,90
Brassica oleracea L. Cymosa Group,Brassica oleracea,90
Brassica oleracea L. Capitata Group,Brassica oleracea,90
Brassica oleracea L. Botrytis Group,Brassica oleracea,90
Brassica nigra (L.) W.D.J. Koch,Brassica nigra,90
Brassica napus subsp. rapifera Metzg.,Brassica napus,90
Brassica napus L. subsp. napus Ã©tÃ©,Brassica napus,90
Brassica juncea (L.) Czern.,Brassica juncea,90
Brassia verrucosa Lindl.,Brassia verrucosa,95
Brassia sp.,Brassia,95
Brassavola subulifolia Lindl.,Brassia,77
Brasilopuntia brasiliensis,Brasilopuntia brasiliensis,100
Brahea edulis H. Wendl.,Brahea edulis,90
Brachypodium sylvaticum (Huds.) P. Beauv.,Brachypodium sylvaticum,90
Brachypodium pinnatum (L.) P. Beauv.,Brachypodium pinnatum,90
Bowiea volubilis Harv.,Bowiea volubilis,95
Bouteloua curtipendula (Michx.) Torr.,Bouteloua curtipendula,90
Borago officinalis L.,Borago officinalis,95
Boophone disticha (L. f.) Herb.,Boophone disticha,90
Boltonia asteroides (L.) L' HÃ©r.,Boltonia asteroides,90
Boehmeria nivea (L.) Gaudich. s.l.,Boehmeria nivea,90
Blitum virgatum L.,Blitum virgatum,95
Blitum capitatum L.,Blitum capitatum,95
Blighia sapida KÃ¶n.,Blighia sapida,95
Bletilla striata (Thunb.) Rchb. f.,Bletilla striata,90
Blechnum spicant (L.) Roth,Echium pininana,60
Blechnum occidentale L.,Blechnum occidentale,95
Blechnum brasiliense Desv.,Blechnum brasiliense,95
Blackstonia perfoliata (L.) Huds. s.l.,Blackstonia perfoliata,90
Bixa orellana L.,Bixa orellana,95
Bituminaria bituminosa (L.) C.H. Stirt.,Bituminaria bituminosa,90
Biserrula pelecinus L.,Astragalus pelecinus,65
Biscutella laevigata L.,Biscutella laevigata,95
Biophytum sensitivum DC.,Biophytum sensitivum,95
Billbergia x perringiana Wittm.,Billbergia porteana,86
Billbergia saundersii Hort. W. Bull,Billbergia saundersii,90
Billbergia porteana Brongn.,Billbergia porteana,95
Bifrenaria calcarata L. Rodrigues,Bifrenaria calcarata,90
Bifora radians M. Bieb.,Bifora radians,90
Betula pendula Roth,Betula pendula,95
Betula papyrifera Marshall,Betula papyrifera,90
Betula humilis Schrank,Betula humilis,90
Betula ermanii Cham.,Betula ermanii,95
Betula alleghaniensis Britton,Betula alleghaniensis,95
Beta vulgaris subsp. maritima (L.) Arcang.,Beta vulgaris,90
Beta vulgaris L. subsp. vulgaris Swiss chard Group,Beta vulgaris,90
Beta vulgaris L. subsp. vulgaris Sugar beet Group,Beta vulgaris,90
Beta vulgaris L. subsp. vulgaris Spinach beet Group,Beta vulgaris,90
Beta vulgaris L. subsp. vulgaris Red beetroot Group,Beta vulgaris,90
Beta vulgaris L. subsp. vulgaris Mangel Group,Beta vulgaris,90
Berula erecta (Huds.) Coville,Achimenes erecta,86
Berteroa incana (L.) DC.,Berteroa incana,90
Bergenia crassifolia (L.) Fritsch,Bergenia crassifolia,90
Berberis wallichiana DC.,Berberis wallichiana,95
Berberis vulgaris L.,Berberis vulgaris,95
Berberis stenophylla Lindl.,Berberis stenophylla,95
Berberis gagnepaini C.K.Schneid.,Berberis vulgaris,86
Berberis candidula (C.K. Schneid.) C.K. Schneid.,Berberis candidula,90
Berberis buxifolia Poir.,Berberis buxifolia,95
Bellium bellidioides L.,Bellium bellidioides,95
Bellis perennis L. 'Flora Plena',Bellis perennis,90
Bellis perennis L.,Bellis perennis,95
Bellevalia romana (L.) Sweet,Bellevalia romana,90
Belamcanda chinensis (L.) DC.,Belamcanda chinensis,95
Begonia x ricinifolia A. Dietr.,Begonia,90
Begonia x reichenheimii G. Bartsch,Begonia,90
Begonia x erythrophylla Neumann,Begonia,90
Begonia x erythrophylla Neum. 'Bunchii',Begonia,90
Begonia vitifolia Schott,Begonia vitifolia,95
Begonia ulmifolia Willd.,Begonia ulmifolia,95
Begonia sp. 'Tamaya',Begonia,90
Begonia semperflorens Link et Otto,Begonia semperflorens,90
Begonia sanguinea Raddi,Begonia sanguinea,95
Begonia obliqua L.,Begonia obliqua,95
Begonia microsperma Warb.,Begonia microsperma,95
Begonia metallica W.G. Sm.,Begonia metallica,95
Begonia mazae Ziesenh.,Begonia mazae,90
Begonia masoniana Irmsch. 'Iron Cross',Begonia masoniana,90
Begonia heracleifolia Cham. et Schltdl.,Begonia heracleifolia,90
Begonia grandis Dryand. s.l.,Begonia grandis,90
Begonia goegoensis N.E. Br.,Begonia goegoensis,95
Begonia foliosa Kunth s. l.,Begonia foliosa,90
Begonia dregei Otto & Dietr.,Begonia,90
Begonia amphioxus Sands,Begonia amphioxus,95
Begonia X corallina 'Luzerna',Begonia,90
Begonia Rex-Cultorum 'Escargot',Begonia rex-cultorum,90
Begonia Rex-Cultorum,Begonia rex-cultorum,100
Begonia Hybriden,Begonia hybrida,90
Beckmannia syzigachne (Steud.) Fernald,Beckmannia syzigachne,90
Beaucarnea recurvata Lem.,Beaucarnea recurvata,95
Bauhinia acuminata L.,Bauhinia acuminata,95
Bassia scoparia (L.) A.J. Scott,Bassia scoparia,90
Basella alba L. ' Rubra',Basella alba,90
Basella alba L.,Basella alba,95
Barbarea vulgaris R. Br.,Barbarea vulgaris,95
Baptisia australis (L.) R. Br.,Baptisia australis,90
Bambusa vulgaris Schrad. ex J.C. Wendl.,Bambusa vulgaris,90
Ballota nigra L. s.l.,Ballota nigra,90
Baldellia ranunculoides (L.) Parl.,Baldellia ranunculoides,95
Baccharis halimifolia L.,Baccharis halimifolia,95
Azorella trifurcata (Gaertn.) Pers.,Azorella trifurcata,90
Averrhoa carambola L.,Averrhoa carambola,95
Avenella flexuosa (L.) Drejer,Avenella flexuosa,90
Avena strigosa Schreb.,Avena strigosa,90
Avena sterilis L. s.l.,Avena sterilis,90
Avena sativa L.,Avena sativa,95
Avena nuda L.,Avena nuda,95
Avena fatua L.,Avena fatua,95
Aurinia saxatilis (L.) Desv.,Aurinia saxatilis,90
Aurinia corymbosa Griseb.,Aurinia corymbosa,95
Aubrieta gracilis subsp. scardica (Wettst.) Phitos,Aubrieta gracilis,90
Aubrieta erubescens Gries.,Aubrieta erubescens,95
Aubrieta deltoidea (L.) DC.,Aubrieta deltoidea,95
Atropa bella-donna L. fo. lutea,Atropa bella-donna,90
Atropa bella-donna L.,Atropa bella-donna,95
Atriplex hortensis L. (feuilles rouges),Atriplex hortensis,90
Atriplex hortensis L.,Atriplex hortensis,95
Athyrium niponicum (Mett.) Hance 'Metallicum',Athyrium niponicum,90
Athyrium filix-femina (L.) Roth,Athyrium filix-femina,95
Athyrium distentifolium Opiz,Athyrium distentifolium,95
Athamanta cretensis L.,Athamanta cretensis,95
Asyneuma canescens (Waldst. et Kit.) Griseb. et Schenk s.l.,Asyneuma canescens,90
Astrophytum ornatum (DC.) F.A.C. Weber fo. nudum,Astrophytum ornatum,90
Astrophytum ornatum (DC.) F.A.C. Weber fo. denudatum,Astrophytum ornatum,90
Astrophytum ornatum (DC.) F.A.C. Weber fo. bellum,Astrophytum ornatum,90
Astrophytum ornatum (DC.) Britton et Rose,Astrophytum ornatum,90
Astrophytum myriostigma var. crassispinoide,Astrophytum myriostigma,90
Astrophytum myriostigma subsp. nudum (Rob. Mey.) Backeb.,Astrophytum myriostigma,90
Astrophytum myriostigma subsp. columnare,Astrophytum myriostigma,90
Astrophytum myriostigma Lem.,Astrophytum myriostigma,95
Astrophytum myriostigma Grand fleur,Astrophytum myriostigma,90
Astrophytum asterias (Zucc.) Lem.,Astrophytum asterias,90
Astrantia minor L.,Astrantia minor,95
Astrantia major L.,Astrantia major,95
Astrantia carniolica Wulfen,Astrantia carniolica,95
Astragalus sempervirens Lam.,Astragalus sempervirens,95
Astragalus penduliflorus Lam.,Astragalus penduliflorus,95
Astragalus pelecinus (L.) Barneby,Astragalus pelecinus,90
Astragalus onobrychis L.,Astragalus onobrychis,95
Astragalus monspessulanus L.,Astragalus monspessulanus,96
Astragalus leontinus Wulfen,Astragalus leontinus,95
Astragalus frigidus (L.) A. Gray,Astragalus frigidus,90
Astragalus depressus L.,Astragalus depressus,95
Astragalus boeticus L.,Astragalus boeticus,95
Astragalus australis (L.) Lam.,Astragalus alpinus,86
Astragalus alpinus L.,Astragalus alpinus,95
Astragalus alopecurus Pall.,Astragalus alopecurus,95
Astilboides tabularis (Hemsl.) Engl.,Astilboides tabularis,90
Astilbe japonica (C. Morren et Decne.) A.Gray,Astilbe japonica,90
Asteriscus maritimus (L.) Less.,Lotus maritimus,86
Aster sibiricus L.,Aster sibiricus,95
Aster pyrenaeus DC.,Aster pyrenaeus,95
Aster novi-belgii L.,Aster novi-belgii,95
Aster macrophyllus L.,Aster macrophyllus,95
Aster linosyris subsp. armoricanus (Rouy) KerguÃ©len,Aster linosyris,90
Aster linosyris (L.) Bernh.,Aster linosyris,90
Aster himalaicus C.B.Clarke,Aster himalaicus,90
Aster azureus Lindl.,Aster azureus,95
Aster amellus L.,Aster amellus,95
Aster alpinus L.,Aster alpinus,95
Asplenium trichomanes L.,Asplenium trichomanes,95
Asplenium septentrionale (L.) Hoffm.,Asplenium septentrionale,95
Asplenium ruta-muraria L.,Asplenium ruta-muraria,96
Asplenium onopteris L.,Asplenium onopteris,95
Asplenium nidus L.,Asplenium nidus,95
Asplenium fontanum (L.) Bernh.,Asplenium fontanum,90
Asplenium dimorphum Kunze,Asplenium dimorphum,95
Asplenium bulbiferum G. Forst.,Asplenium bulbiferum,95
Asplenium adiantum-nigrum L.,Asplenium adiantum-nigrum,96
Asphodelus ramosus L. subsp. ramosus,Asphodelus ramosus,90
Asphodelus ramosus L.,Asphodelus ramosus,95
Asphodelus macrocarpus Parl. s.l.,Asphodelus macrocarpus,95
Asphodelus albus Mill.,Asphodelus albus,95
Asphodelus acaulis Desf.,Asphodelus acaulis,95
Asphodeline lutea (L.) Rchb.,Asphodeline lutea,90
Asphodeline liburnica (Scop.) Rchb.,Asphodeline liburnica,90
Asperula tinctoria L.,Asperula tinctoria,95
Asperula taurina L.,Asperula taurina,95
Asperula purpurea (L.) Ehrend.,Asperula purpurea,90
Asperula nitida Sm.,Asperula nitida,95
Asperula hirta Ramond,Asperula hirta,90
Asperula arvensis L.,Asperula arvensis,95
Asperula aristata L. f.,Asperula aristata,95
Asperula arcadiensis Sims,Asperula arcadiensis,95
Asparagus officinalis subsp. prostratus (Dumort.) Corb.,Asparagus officinalis,90
Asparagus officinalis L.,Asparagus officinalis,95
Asparagus asparagoides (L.) Druce,Asparagus asparagoides,90
Asparagus acutifolius L.,Asparagus acutifolius,95
Asimina triloba (L.) Dunal 'Sunflower',Asimina triloba,90
Asimina triloba (L.) Dunal,Asimina triloba,90
Asclepias incarnata L. subsp. incarnata,Asclepias incarnata,90
Asclepias curassavica L.,Asclepias curassavica,95
Asarum europaeum L.,Asarum europaeum,95
Asarum caudatum Lindl.,Asarum caudatum,95
Arundo donax L.,Arundo donax,95
Aruncus dioicus (Walter) Fernald,Aruncus dioicus,90
