ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
XX 0 FRIBG 10000159,"Sciboz Jacques, 2000",,,,,Lamiaceae,,,,Origanum vulgare L.,Syst̬me 1,Origanum vulgare,95.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
CH 0 FRIBG 19920671,"Th̦ni Erich Neyruz/ Sch̦pfer Josef, 1996",,,,,Lamiaceae,,,,Origanum vulgare L.,Alp. calcaire 3,Origanum vulgare,95.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
CH 0 FRIBG 20040492,"Cl̩ment Benoit, 2004",,,,,Lamiaceae,,,,Origanum vulgare L.,Steppe val.,Origanum vulgare,95.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
XX 0 FRIBG 10000159,"Sciboz Jacques, 2000",,,,,Lamiaceae,,,,Origanum vulgare L.,Mur,Origanum vulgare,95.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
XX 0 FRIBG 20030917,,,,,,Lamiaceae,,,,Origanum vulgare subsp. hirtum (Link) Ietsw.,Mur,Origanum vulgare,90.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
XX 0 FRIBG 10003079,,,,,,Apiaceae,,,,Orlaya grandiflora (L.) Hoffm.,Steppe val.,Orlaya grandiflora,90.0,orlaya grandiflora,False,False,ICN,1.0,orlaya grandiflora,[],False,False,Orlaya grandiflora,357958.0,species,ott3.3draft1,"['Caucalis grandiflora', 'Daucus grandiflorus', 'Lisaea grandiflora', 'Orlaya adpressa', 'Orlaya grandiflora pusilla', 'Platyspermum grandiflorum', 'Selinum grandiflorum']","['ncbi:40863', 'gbif:3638282']",Orlaya grandiflora,both
XX 0 FRIBG 20060301,,,Couches,,,Asparagaceae,,,,Ornithogalum candicans (Baker) J.C.Manning & Goldblatt,G̩ophytes,Ornithogalum candicans,90.0,ornithogalum candicans,False,False,ICN,1.0,ornithogalum candicans,[],False,False,Ornithogalum candicans,842914.0,species,ott3.3draft1,"['Galtonia candicans', 'Hyacinthus candicans']","['ncbi:81751', 'gbif:2772982']",Ornithogalum candicans,both
AT 0 FRIBG 20090083,,,,,,Asparagaceae,,,,Ornithogalum gussonei Ten.,G̩ophytes,Ornithogalum gussonei,95.0,ornithogalum gussonei,False,False,ICN,1.0,ornithogalum gussonei,[],False,False,Ornithogalum gussonei,12148.0,species,ott3.3draft1,"['Ornithogalum collinum', 'Ornithogalum costatum', 'Ornithogalum gussonei tenuifolium', 'Ornithogalum tenuifolium']","['ncbi:81781', 'gbif:2773418']",Ornithogalum gussonei,both
XX 0 FRIBG 20100262,,,,,,Asparagaceae,,,,Ornithogalum magnum Krasch. & Schischk.,G̩ophytes,Ornithogalum magnum,90.0,ornithogalum magnum,False,True,ICN,1.0,ornithogalum magnum,[],False,False,Dipcadi glaucum,65963.0,species,ott3.3draft1,"['Dipcadi gracilipes', 'Dipcadi longibracteatum', 'Dipcadi magnum', 'Ornithogalum magnum', 'Uropetalon glaucum']","['ncbi:480435', 'gbif:2768304']",Dipcadi glaucum,both
FR 0 FRIBG 20030390,,,,,,Asparagaceae,,,,Ornithogalum narbonense L.,Rocaille 2,Ornithogalum narbonense,96.0,ornithogalum narbonense,False,True,ICN,1.0,ornithogalum narbonense,[],False,False,Loncomelos narbonense,212658.0,species,ott3.3draft1,['Ornithogalum narbonense'],['ncbi:352820'],Loncomelos narbonense,both
XX 0 FRIBG 20060181,,,,,,Asparagaceae,,,,Ornithogalum nutans L.,G̩ophytes,Ornithogalum nutans,95.0,ornithogalum nutans,False,True,ICN,1.0,ornithogalum nutans,[],False,False,Honorius nutans,74607.0,species,ott3.3draft1,['Ornithogalum nutans'],"['ncbi:535968', 'irmng:10949258']",Honorius nutans,both
XX 0 FRIBG 20090250,,,,Branches sapin,,Asparagaceae,,,,Ornithogalum princeps (Baker) J.C.Manning & Goldblatt,G̩ophytes,Ornithogalum princeps,90.0,ornithogalum princeps,False,False,ICN,1.0,ornithogalum princeps,[],False,False,Ornithogalum princeps,842910.0,species,ott3.3draft1,"['Galtonia princeps', 'Hyacinthus princeps']","['ncbi:81752', 'gbif:2773303']",Ornithogalum princeps,both
CH 0 FRIBG 19950249,,,,,,Asparagaceae,,,,Ornithogalum pyrenaicum L. subsp. pyrenaicum,G̩ophytes,Ornithogalum pyrenaicum,90.0,ornithogalum pyrenaicum,False,False,ICN,1.0,ornithogalum pyrenaicum,[],False,False,Ornithogalum pyrenaicum,1020093.0,species,ott3.3draft1,"['Anthericum sulphureum', 'Beryllis pyrenaica publ', 'Hyacinthus sulphureus', 'Loncomelos pallidum', 'Loncomelos pyrenaicum', 'Loncomelos pyrenaicus', 'Loncoxis sulfurea', 'Loncoxis sulphurea', 'Ornithogalum asphodeloides', 'Ornithogalum granatense', 'Ornithogalum melancholicum', 'Ornithogalum ochroleucum', 'Ornithogalum pallidum', 'Ornithogalum pyrenaicum flavescens', 'Ornithogalum pyrenaicum granatense', 'Ornithogalum pyrenaicum sulphureum', 'Ornithogalum racemosum', 'Ornithogalum stachyoides', 'Ornithogalum sulphureum', 'Ornithogalum sulphureum pyrenaicum', 'Parthenostachys pyrenaica', 'Phalangium sulphureum', 'Scilla sylvestris', 'Stellaris erecta']","['ncbi:535972', 'gbif:2772902', 'irmng:10203416']",Ornithogalum pyrenaicum,both
ZA 0 KL 2013/2858,,,,Feuilles,Ch̢ssis,Asparagaceae,,,,Ornithogalum regale (Hilliard et B.L. Burtt) J.C. Manning et Goldblatt,Syst̬me 4,Ornithogalum regale,90.0,ornithogalum regale,False,False,ICN,1.0,ornithogalum regale,[],False,False,Ornithogalum regale,3969872.0,species,ott3.3draft1,['Galtonia regalis'],['gbif:2773413'],Ornithogalum regale,both
XX 0 FRIBG 19950638,,,,,,Asparagaceae,,,,Ornithogalum umbellatum L.,G̩ophytes,Ornithogalum umbellatum,96.0,ornithogalum umbellatum,False,False,ICN,1.0,ornithogalum umbellatum,[],False,False,Ornithogalum umbellatum,12152.0,species,ott3.3draft1,"['? campestre', 'Hyacinthus umbellatus', 'Ornithogalum affine', 'Ornithogalum angustifolium', 'Ornithogalum boraeanum', 'Ornithogalum campestre', 'Ornithogalum cespititium', 'Ornithogalum comosum garganicum', 'Ornithogalum corymbosum', 'Ornithogalum dioscoridis', 'Ornithogalum fasciculatum', 'Ornithogalum garganicum', 'Ornithogalum horologicum', 'Ornithogalum minus', 'Ornithogalum nanum', 'Ornithogalum parviflorum', 'Ornithogalum peyrei', 'Ornithogalum praetextum', 'Ornithogalum preumbellatum', 'Ornithogalum rusticum', 'Ornithogalum tardans', 'Ornithogalum umbellatum angustifolium', 'Ornithogalum umbellatum campestre', 'Ornithogalum umbellatum minus', 'Ornithogalum umbellatum nanum', 'Ornithogalum vulgare', 'Scilla campestris', 'Stellaris corymbosa']","['ncbi:81785', 'gbif:2773448', 'irmng:10722799']",Ornithogalum umbellatum,both
LS 1 M 2005/0451,,,,Branches sapin,,Asparagaceae,,,,Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt,G̩ophytes,Ornithogalum viridiflorum,90.0,ornithogalum viridiflorum,False,False,ICN,1.0,ornithogalum viridiflorum,[],False,False,Ornithogalum viridiflorum,842911.0,species,ott3.3draft1,['Galtonia viridiflora'],"['ncbi:81753', 'gbif:2773489']",Ornithogalum viridiflorum,both
XX 0 FRIBG 20090104,,,,Branches sapin,,Asparagaceae,,,,Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt,G̩ophytes,Ornithogalum viridiflorum,90.0,ornithogalum viridiflorum,False,False,ICN,1.0,ornithogalum viridiflorum,[],False,False,Ornithogalum viridiflorum,842911.0,species,ott3.3draft1,['Galtonia viridiflora'],"['ncbi:81753', 'gbif:2773489']",Ornithogalum viridiflorum,both
LS 1 M 2005/0451,,,,Feuilles,Ch̢ssis,Asparagaceae,,,,Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt,Syst̬me 4,Ornithogalum viridiflorum,90.0,ornithogalum viridiflorum,False,False,ICN,1.0,ornithogalum viridiflorum,[],False,False,Ornithogalum viridiflorum,842911.0,species,ott3.3draft1,['Galtonia viridiflora'],"['ncbi:81753', 'gbif:2773489']",Ornithogalum viridiflorum,both
XX 0 FRIBG 20031224,,,,,,Fabaceae,,,16,Ornithopus sativus Brot.,Syst̬me 2,Ornithopus sativus,95.0,ornithopus sativus,False,False,ICN,1.0,ornithopus sativus,[],False,False,Ornithopus sativus,640678.0,species,ott3.3draft1,"['Coronilla seradella', 'Ornithopus isthmocarpus', 'Ornithopus perpusillus roseus', 'Ornithopus roseus', 'Ornithopus sativus roseus']","['ncbi:181292', 'gbif:5358266', 'irmng:10170044']",Ornithopus sativus,both
XX 0 FRIBG 10001722,,,,,,Orobanchaceae,,,,Orobanche alba Willd.,G̩ophytes,Orobanche alba,95.0,orobanche alba,False,False,ICN,1.0,orobanche alba,['sibling_higher'],False,False,Orobanche alba,991594.0,species,ott3.3draft1,"['Orobanche alba longibracteata', 'Orobanche cupraea', 'Orobanche epithymum minor', 'Orobanche thymonepiphya']","['ncbi:223089', 'gbif:8051275']",Orobanche alba,both
XX 0 FRIBG 10001723,,,,,,Orobanchaceae,,,,Orobanche hederae Duby,Alp. calcaire 1,Orobanche hederae,95.0,orobanche hederae,False,False,ICN,1.0,orobanche hederae,['sibling_higher'],False,False,Orobanche hederae,404883.0,species,ott3.3draft1,"['Catodiacrum luteum', 'Orobanche aralioctona', 'Orobanche balearica', 'Orobanche barbata', 'Orobanche chaboissaei', 'Orobanche ciliata', 'Orobanche glaberrima', 'Orobanche hederae godroni', 'Orobanche hederae godronii', 'Orobanche hederae gyroflexa', 'Orobanche hederae immaniflora', 'Orobanche hederae megaphyllon', 'Orobanche hederae microcalyx', 'Orobanche hederae minuscula', 'Orobanche hederae monochroa', 'Orobanche hederae stenantha', 'Orobanche hederae trichodea', 'Orobanche hederae-helicis', 'Orobanche hederifixa', 'Orobanche hederihaerens', 'Orobanche helicis', 'Orobanche hyalina', 'Orobanche laurina', 'Orobanche medicaginis', 'Orobanche minor', 'Orobanche minor hederae', 'Orobanche minor salisii', 'Orobanche salisii', 'Orobanche stenantha']","['ncbi:79235', 'gbif:3733128']",Orobanche hederae,both
XX 0 FRIBG 10001723,,,,,,Orobanchaceae,,,,Orobanche hederae Duby,Alp. calcaire 2,Orobanche hederae,95.0,orobanche hederae,False,False,ICN,1.0,orobanche hederae,['sibling_higher'],False,False,Orobanche hederae,404883.0,species,ott3.3draft1,"['Catodiacrum luteum', 'Orobanche aralioctona', 'Orobanche balearica', 'Orobanche barbata', 'Orobanche chaboissaei', 'Orobanche ciliata', 'Orobanche glaberrima', 'Orobanche hederae godroni', 'Orobanche hederae godronii', 'Orobanche hederae gyroflexa', 'Orobanche hederae immaniflora', 'Orobanche hederae megaphyllon', 'Orobanche hederae microcalyx', 'Orobanche hederae minuscula', 'Orobanche hederae monochroa', 'Orobanche hederae stenantha', 'Orobanche hederae trichodea', 'Orobanche hederae-helicis', 'Orobanche hederifixa', 'Orobanche hederihaerens', 'Orobanche helicis', 'Orobanche hyalina', 'Orobanche laurina', 'Orobanche medicaginis', 'Orobanche minor', 'Orobanche minor hederae', 'Orobanche minor salisii', 'Orobanche salisii', 'Orobanche stenantha']","['ncbi:79235', 'gbif:3733128']",Orobanche hederae,both
XX 0 BONN 19322,,,,,,Lamiaceae,,,05 g,Orthosiphon aristatus (Blume) Miq.,Serre 5,Orthosiphon aristatus,90.0,orthosiphon aristatus,False,False,ICN,1.0,orthosiphon aristatus,[],False,False,Orthosiphon aristatus,1070846.0,species,ott3.3draft1,['Ocimum aristatum'],"['ncbi:204151', 'gbif:7308026']",Orthosiphon aristatus,both
XX 0 FRIBG 20040685,,Semis,,,,Poaceae,,,05 g,Oryza sativa L. 'Axios',Serre 5,Oryza sativa,90.0,oryza sativa,False,False,ICN,1.0,oryza sativa,[],False,False,Oryza sativa,709894.0,species,ott3.3draft1,"['Oryza aristata', 'Oryza communissima', 'Oryza formosana', 'Oryza glutinosa', 'Oryza montana', 'Oryza mutica', 'Oryza nepalensis', 'Oryza parviflora', 'Oryza perennis', 'Oryza plena', 'Oryza praecox', 'Oryza repens', 'Oryza sativa acutiligula', 'Oryza sativa adversoseluana', 'Oryza sativa affinis', 'Oryza sativa alaotrana', 'Oryza sativa alba', 'Oryza sativa allachabadica', 'Oryza sativa alterogoensis', 'Oryza sativa amaura', 'Oryza sativa anandica', 'Oryza sativa angusta', 'Oryza sativa anjanica', 'Oryza sativa anthropophaga', 'Oryza sativa aquatica', 'Oryza sativa aristata', 'Oryza sativa aristida', 'Oryza sativa aromatica', 'Oryza sativa assamica', 'Oryza sativa astaranica', 'Oryza sativa astarinica', 'Oryza sativa atra', 'Oryza sativa atricolorata', 'Oryza sativa atrobrunnea', 'Oryza sativa atrofusca', 'Oryza sativa atrogrisea', 'Oryza sativa atropurpurea', 'Oryza sativa aurica', 'Oryza sativa auriculata', 'Oryza sativa azerbaidjanica', 'Oryza sativa badia', 'Oryza sativa balatensis', 'Oryza sativa bandica', 'Oryza sativa bansica', 'Oryza sativa bansmatica', 'Oryza sativa bastica', 'Oryza sativa baumannii', 'Oryza sativa bawako-mochii', 'Oryza sativa bicolorata', 'Oryza sativa binamban', 'Oryza sativa birainica', 'Oryza sativa breviaristata', 'Oryza sativa brevindica', 'Oryza sativa brevis', 'Oryza sativa brjezitsky', 'Oryza sativa brunnea', 'Oryza sativa brunneopunctata', 'Oryza sativa calvescens', 'Oryza sativa caroliniana', 'Oryza sativa caspica', 'Oryza sativa castanea', 'Oryza sativa castroi', 'Oryza sativa catalonica', 'Oryza sativa caucasica', 'Oryza sativa ceylonica', 'Oryza sativa chambhanica', 'Oryza sativa chlamydantha', 'Oryza sativa chlorocarpa', 'Oryza sativa chrysocarpa', 'Oryza sativa cinnamomea', 'Oryza sativa communis', 'Oryza sativa costivorensis', 'Oryza sativa culinaris', 'Oryza sativa cyclina', 'Oryza sativa daloaensis', 'Oryza sativa denudata', 'Oryza sativa desvauxii', 'Oryza sativa dextrinosa', 'Oryza sativa dichroa', 'Oryza sativa dicolorata', 'Oryza sativa dubia', 'Oryza sativa dura', 'Oryza sativa eedeniana', 'Oryza sativa elegans', 'Oryza sativa elongata', 'Oryza sativa erythroceros', 'Oryza sativa falca-aurea', 'Oryza sativa fayoumensis', 'Oryza sativa ferganica', 'Oryza sativa ferruginea', 'Oryza sativa flagella', 'Oryza sativa flammea', 'Oryza sativa flammeorufa', 'Oryza sativa flavescens', 'Oryza sativa flaviseta', 'Oryza sativa flavoacies', 'Oryza sativa fluitans', 'Oryza sativa folia-villosa', 'Oryza sativa formosana', 'Oryza sativa formosica', 'Oryza sativa fuliginosa', 'Oryza sativa fuscescens', 'Oryza sativa garhwalica', 'Oryza sativa gilanica', 'Oryza sativa gilvaaristata', 'Oryza sativa gilvus', 'Oryza sativa glutinosa', 'Oryza sativa graeca', 'Oryza sativa guianensis', 'Oryza sativa haematelytra', 'Oryza sativa hasskarlii', 'Oryza sativa heuzeana', 'Oryza sativa homochroma', 'Oryza sativa indica', 'Oryza sativa indovialonica', 'Oryza sativa infera', 'Oryza sativa isabellica', 'Oryza sativa isochroa', 'Oryza sativa italica', 'Oryza sativa janthoceros', 'Oryza sativa japonica', 'Oryza sativa jarhanica', 'Oryza sativa javanica', 'Oryza sativa jorhatica', 'Oryza sativa kafirniganica', 'Oryza sativa kasakstanica', 'Oryza sativa katayevii', 'Oryza sativa kato-tolica', 'Oryza sativa keppii', 'Oryza sativa kissiensis', 'Oryza sativa kleiniana', 'Oryza sativa kolakovski', 'Oryza sativa kpelleana', 'Oryza sativa lamuyo', 'Oryza sativa lateritica', 'Oryza sativa lencoranica', 'Oryza sativa leucoceras', 'Oryza sativa limnicola', 'Oryza sativa longiglumis', 'Oryza sativa longior', 'Oryza sativa luzonica', 'Oryza sativa maldehica', 'Oryza sativa manensis', 'Oryza sativa manilensis', 'Oryza sativa marginata', 'Oryza sativa markovitchii', 'Oryza sativa masenderano', 'Oryza sativa mathiarica', 'Oryza sativa melanacra', 'Oryza sativa melanocarpa', 'Oryza sativa melanoceras', 'Oryza sativa melanodonta', 'Oryza sativa melanoglumella', 'Oryza sativa melanothrix', 'Oryza sativa mexicana', 'Oryza sativa microcarpa', 'Oryza sativa minantica', 'Oryza sativa miqueliana', 'Oryza sativa mitrai', 'Oryza sativa molesta', 'Oryza sativa montana', 'Oryza sativa movlanica', 'Oryza sativa mulayana', 'Oryza sativa mutica', 'Oryza sativa nahanica', 'Oryza sativa narmica', 'Oryza sativa nepalica', 'Oryza sativa nero-vialonica', 'Oryza sativa neroapiculata', 'Oryza sativa nguerzeana', 'Oryza sativa nigra', 'Oryza sativa nigrescens', 'Oryza sativa nigrispina', 'Oryza sativa nigropurpurea', 'Oryza sativa nigrouncinata', 'Oryza sativa nigroviolacea', 'Oryza sativa niponica', 'Oryza sativa notata', 'Oryza sativa nzoana', 'Oryza sativa obvasconcellosii', 'Oryza sativa ochracea', 'Oryza sativa ochrofusca', 'Oryza sativa oxyota', 'Oryza sativa pallida', 'Oryza sativa paraallchabadica', 'Oryza sativa paracastroi', 'Oryza sativa paracinnamomea', 'Oryza sativa paradaloaensis', 'Oryza sativa paraerythrocarpa', 'Oryza sativa paragoensis', 'Oryza sativa paraguianensis', 'Oryza sativa parajavanica', 'Oryza sativa paramutica', 'Oryza sativa paraovoidea', 'Oryza sativa paraphilippensis', 'Oryza sativa parasepica', 'Oryza sativa parazeravschanica', 'Oryza sativa parjattica', 'Oryza sativa parnellii', 'Oryza sativa parva', 'Oryza sativa peradenica', 'Oryza sativa persica', 'Oryza sativa phaneroleuca', 'Oryza sativa philippensis', 'Oryza sativa picta', 'Oryza sativa pilosa', 'Oryza sativa plena', 'Oryza sativa plumbea', 'Oryza sativa praecox', 'Oryza sativa pseudocinnamomea', 'Oryza sativa pseudodaloaensis', 'Oryza sativa pseudogoensis', 'Oryza sativa pseudoguineensis', 'Oryza sativa pseudojarhanica', 'Oryza sativa pseudolimnicola', 'Oryza sativa pseudomulayana', 'Oryza sativa pseudoovoidea', 'Oryza sativa pseudosepica', 'Oryza sativa pubescens', 'Oryza sativa pudica', 'Oryza sativa pygmaea', 'Oryza sativa pyrocarpa', 'Oryza sativa quinanda', 'Oryza sativa ramica', 'Oryza sativa ratoonica', 'Oryza sativa rhodosperma', 'Oryza sativa rubescens', 'Oryza sativa rubra', 'Oryza sativa rubribarbis', 'Oryza sativa rubriglumella', 'Oryza sativa rubrostellata', 'Oryza sativa rufibarbis', 'Oryza sativa rufibrunnea', 'Oryza sativa rufiglumella', 'Oryza sativa saginata', 'Oryza sativa sarica', 'Oryza sativa sathi-nigrescens', 'Oryza sativa savannae', 'Oryza sativa saxenii', 'Oryza sativa seulica', 'Oryza sativa sickenbergeri', 'Oryza sativa sitapurica', 'Oryza sativa soneszardica', 'Oryza sativa sordida', 'Oryza sativa sorgoidea', 'Oryza sativa spontanea', 'Oryza sativa striata', 'Oryza sativa subalba', 'Oryza sativa subamaura', 'Oryza sativa subastarinica', 'Oryza sativa subazerbaidjanica', 'Oryza sativa subbrunea', 'Oryza sativa subdichroa', 'Oryza sativa suberythroceros', 'Oryza sativa subflavoacies', 'Oryza sativa subjanthoceros', 'Oryza sativa subjarhanica', 'Oryza sativa subleucoceros', 'Oryza sativa submasenderano', 'Oryza sativa submelanotrix', 'Oryza sativa submovlanica', 'Oryza sativa submutica', 'Oryza sativa subpyrocarpa', 'Oryza sativa subratoonica', 'Oryza sativa subsubulata', 'Oryza sativa subvavilovii', 'Oryza sativa subvulgaris', 'Oryza sativa subzomica', 'Oryza sativa sultanpurica', 'Oryza sativa taurina', 'Oryza sativa tawnica', 'Oryza sativa tcharinica', 'Oryza sativa terrestris', 'Oryza sativa trichoviolacea', 'Oryza sativa usitatissima', 'Oryza sativa ussurica', 'Oryza sativa utilissima', 'Oryza sativa vavilovii', 'Oryza sativa violacea', 'Oryza sativa violapunctata', 'Oryza sativa violeobrevis', 'Oryza sativa viridescens', 'Oryza sativa vulgaris', 'Oryza sativa wightiana', 'Oryza sativa xanthoxeros', 'Oryza sativa zeravschanica', 'Oryza sativa zhukovskii', 'Oryza sativa zomica', 'Oryza segetalis']","['ncbi:4530', 'gbif:2703459', 'irmng:10706953']",Oryza sativa,both
