ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
54011,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,,Helichrysum basalticum,5268475,916750,99252,1042120,46248,968337,,['sibling_higher'],species
54015,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,,Helichrysum italicum,5268475,916750,99252,1042120,46248,968337,,['sibling_higher'],species
55282,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,,,Gasteria,5268475,916750,99252,557124,461417,,,[],genus
55289,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Eremurus,,Eremurus himalaicus,5268475,916750,99252,557124,461417,55287,,[],species
55626,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,,,Mentha,5268475,916750,99252,23736,544714,,,[],genus
56190,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium ionidiflorum,5268475,916750,99252,648900,948914,372825,,[],species
56195,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium album,5268475,916750,99252,648900,948914,372825,,[],species
56196,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium reniforme,5268475,916750,99252,648900,948914,372825,,[],species
56982,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene vallesia,5268475,916750,99252,216628,317818,154053,,[],species
57551,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Quesnelia,,Quesnelia quesneliana,5268475,916750,99252,921871,627035,723679,,[],species
57960,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,,Erythroxylum coca,5268475,916750,99252,429482,567817,394975,,[],species
58513,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Deschampsia,,Deschampsia cespitosa,5268475,916750,99252,921871,508090,710008,,[],species
58730,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,,Lycium chinense,5268475,916750,99252,1050255,473827,442500,,[],species
60708,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,,Hamamelis mollis,5268475,916750,99252,648890,737324,60700,,[],species
60713,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,,Hamamelis virginiana,5268475,916750,99252,648890,737324,60700,,[],species
60773,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula hirsuta,5268475,916750,99252,648892,47346,545827,,[],species
61167,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Aichryson,,Aichryson laxum,5268475,916750,99252,648890,509332,978638,,[],species
61169,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,,Crassula deceptor,5268475,916750,99252,648890,509332,509328,,[],species
61364,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Moluccella,,Moluccella laevis,5268475,916750,99252,23736,544714,61360,,[],species
61453,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,,Thunbergia mysorensis,5268475,916750,99252,23736,504642,665929,,['sibling_higher'],species
61760,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Platycladus,,Platycladus orientalis,5268475,916750,,5435764,620757,173565,,[],species
61771,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Pinus,,Pinus cembra,5268475,916750,,4736806,994067,771683,,[],species
61776,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Pinus,,Pinus nigra,5268475,916750,,4736806,994067,771683,,[],species
61782,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,,Polypodium vulgare,5268475,916750,166292,93178,667483,590514,,[],species
61897,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,,Origanum majorana,5268475,916750,99252,23736,544714,314688,,[],species
61904,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia yangii,5268475,916750,99252,23736,544714,374096,,[],species
62294,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Hemerocallis,,Hemerocallis fulva,5268475,916750,99252,557124,461417,883105,,[],species
62296,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Ledebouria,,Ledebouria socialis,5268475,916750,99252,557124,47206,528094,,[],species
62303,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Aloe,,Aloe vera,5268475,916750,99252,557124,461417,622035,,[],species
62443,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,,Aronia melanocarpa,5268475,916750,99252,208031,208036,942668,,['sibling_higher'],species
62530,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,,Liquidambar styraciflua,5268475,916750,99252,648890,853767,60642,,[],species
62539,Archaeplastida,Streptophyta,Magnoliopsida,Proteales,Platanaceae,,,Platanus,5268475,916750,99252,828868,62537,,,[],genus
62543,Archaeplastida,Streptophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,,Platanus occidentalis,5268475,916750,99252,828868,62537,62539,,[],species
62915,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,Arenaria tetraquetra,5268475,916750,99252,216628,317818,842196,,[],species
63154,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,,Portulaca grandiflora,5268475,916750,99252,216628,63150,63152,,[],species
63162,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Basellaceae,Basella,,Basella alba,5268475,916750,99252,216628,63160,63161,,[],species
63478,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus kotschyanus,5268475,916750,99252,557124,1087540,740507,,[],species
63907,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,,Gentiana asclepiadea,5268475,916750,99252,524062,816899,168233,,[],species
63911,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,,Gentiana acaulis,5268475,916750,99252,524062,816899,168233,,[],species
64114,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene dioica,5268475,916750,99252,216628,317818,154053,,[],species
64564,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,,Ribes aureum,5268475,916750,99252,648890,488526,560321,,[],species
64760,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,,Eryngium planum,5268475,916750,99252,372834,372831,64762,,[],species
64952,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris forrestii,5268475,916750,99252,557124,1087540,229529,,[],species
65661,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Emilia,,Emilia coccinea,5268475,916750,99252,1042120,46248,65663,,[],species
65881,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,,Nerium oleander,5268475,916750,99252,524062,524059,586718,,[],species
65963,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Dipcadi,,Dipcadi glaucum,5268475,916750,99252,557124,47206,807081,,[],species
66740,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Cyrillaceae,Cyrilla,,Cyrilla racemiflora,5268475,916750,99252,648892,195604,66742,,[],species
66998,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus angustifolia,5268475,916750,99252,208031,208036,731578,,['sibling_higher'],species
68101,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula latifolia,5268475,916750,99252,648892,47346,545827,,[],species
68444,Archaeplastida,Streptophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,,Ilex verticillata,5268475,916750,99252,596120,727574,727571,,[],species
69540,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,,Dipsacus sativus,5268475,916750,99252,659705,69534,69531,,[],species
70015,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,Lotus cytisoides,5268475,916750,99252,956360,560323,879017,,[],species
70023,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,,Thymus praecox,5268475,916750,99252,23736,544714,907454,,[],species
70096,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,,Juglans microcarpa,5268475,916750,99252,267709,438186,1072884,,[],species
70786,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,Allium carinatum,5268475,916750,99252,557124,17701,781603,,[],species
71624,Archaeplastida,Streptophyta,Magnoliopsida,Pandanales,Pandanaceae,Pandanus,,Pandanus tectorius,5268475,916750,99252,17708,928475,928472,,[],species
71637,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Serenoa,,Serenoa repens,5268475,916750,99252,17706,526437,928481,,['incertae_sedis_inherited'],species
71734,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,,Verbascum phoeniceum,5268475,916750,99252,23736,23713,264474,,[],species
71930,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Inula,,Inula hirta,5268475,916750,99252,1042120,46248,864170,,['sibling_higher'],species
72467,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Androsace,,Androsace sarmentosa,5268475,916750,99252,648892,47346,210342,,[],species
72778,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,,Clematis florida,5268475,916750,99252,872975,387826,964052,,[],species
73787,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium pensylvanicum,5268475,916750,99252,258488,781605,748393,,[],species
73795,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium leichtlinii,5268475,916750,99252,258488,781605,748393,,[],species
73799,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium lancifolium,5268475,916750,99252,258488,781605,748393,,[],species
74296,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,,Celtis occidentalis,5268475,916750,99252,208031,83996,997898,,[],species
74350,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,Helleborus atrorubens,5268475,916750,99252,872975,387826,170550,,[],species
74500,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Sisyrinchium,,Sisyrinchium montanum,5268475,916750,99252,557124,1087540,472817,,[],species
74505,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Asphodelus,,Asphodelus albus,5268475,916750,99252,557124,461417,330672,,[],species
74550,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Browallia,,Browallia americana,5268475,916750,99252,1050255,473827,1040647,,[],species
74607,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Honorius,,Honorius nutans,5268475,916750,99252,557124,47206,712161,,[],species
74837,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia epithymoides,5268475,916750,99252,429482,914245,109494,,[],species
75202,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,,Cymbalaria muralis,5268475,916750,99252,23736,1041309,75204,,[],species
75205,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,Digitalis purpurea (species in kingdom Archaeplastida),5268475,916750,99252,23736,1041309,75208,,[],species
75444,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,,Clinopodium nepeta,5268475,916750,99252,23736,544714,248845,,['sibling_higher'],species
76005,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Isodon,,Isodon japonicus,5268475,916750,99252,23736,544714,634137,,[],species
76048,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium medium,5268475,916750,99252,956360,560323,935477,,[],species
76058,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium fragiferum,5268475,916750,99252,956360,560323,935477,,[],species
76110,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Trillium,,Trillium sessile,5268475,916750,99252,258488,430236,76108,,[],species
76299,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,Senecio macroglossus,5268475,916750,99252,1042120,46248,723076,,[],species
76774,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Haworthia,,Haworthia minor,5268475,916750,99252,557124,461417,622015,,[],species
76888,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,,Fumaria officinalis,5268475,916750,99252,872975,438092,76886,,[],species
77372,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,,Nicotiana glutinosa,5268475,916750,99252,1050255,473827,797191,,[],species
78166,Archaeplastida,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,,Selaginella apoda,5268475,916750,144795,144821,144818,144816,,[],species
78855,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,,Jasminum nudiflorum,5268475,916750,99252,23736,23723,23725,,['sibling_higher'],species
78889,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,,Lantana camara,5268475,916750,99252,23736,1081077,965919,,[],species
79010,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Paederota,,Paederota lutea,5268475,916750,99252,23736,1041309,79021,,[],species
79022,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica spicata,5268475,916750,99252,23736,1041309,507032,,[],species
79360,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,,Myrica gale,5268475,916750,99252,267709,795388,267701,,[],species
80228,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Neoregelia,,Neoregelia carolinae,5268475,916750,99252,921871,627035,577787,,[],species
81072,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Sisyrinchium,,Sisyrinchium angustifolium,5268475,916750,99252,557124,1087540,472817,,[],species
81131,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,,Mammillaria geminispina,5268475,916750,99252,216628,584111,226780,,[],species
81827,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,,Carthamus carduncellus,5268475,916750,99252,1042120,46248,1092848,,[],species
82472,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Gloriosa,,Gloriosa superba,5268475,916750,99252,258488,604247,604244,,[],species
82478,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Elsholtzia,,Elsholtzia stauntonii,5268475,916750,99252,23736,544714,490129,,[],species
82482,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,,,Plectranthus,5268475,916750,99252,23736,544714,,,['sibling_higher'],genus
82504,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelia,,Coelia bella,5268475,916750,99252,557124,568878,82497,,[],species
82927,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Aeonium,,Aeonium canariense,5268475,916750,99252,648890,509332,36120,,[],species
82996,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,,Myosotis arvensis,5268475,916750,99252,5261925,147029,82995,,[],species
83448,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Coix,,Coix lacryma-jobi,5268475,916750,99252,921871,508090,68716,,[],species
83469,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Dactylis,,Dactylis glomerata,5268475,916750,99252,921871,508090,83473,,[],species
83890,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,,Buddleja lindleyana,5268475,916750,99252,23736,23713,400418,,[],species
83982,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Scindapsus,,Scindapsus pictus,5268475,916750,99252,399481,481972,1049816,,[],species
83984,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,,Artocarpus heterophyllus,5268475,916750,99252,208031,84017,83990,,[],species
84004,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,,Cannabis sativa,5268475,916750,99252,208031,83996,84008,,[],species
84020,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,,Humulus lupulus,5268475,916750,99252,208031,83996,84015,,[],species
84025,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,,Papaver rupifragum,5268475,916750,99252,872975,438092,438123,,[],species
84032,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,,Papaver pilosum,5268475,916750,99252,872975,438092,438123,,[],species
84319,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leontopodium,,Leontopodium japonicum,5268475,916750,99252,1042120,46248,19698,,[],species
84409,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,,Cucurbita moschata,5268475,916750,99252,11011,1006267,379277,,[],species
84784,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Pachira,,Pachira aquatica,5268475,916750,99252,229284,279960,84769,,[],species
84907,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,,Cytisus nigricans,5268475,916750,99252,956360,560323,91416,,[],species
84915,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,,Erythrina crista-galli,5268475,916750,99252,956360,560323,681720,,[],species
85957,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Achimenes,,Achimenes erecta,5268475,916750,99252,23736,913162,376712,,[],species
86514,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Sium,,Sium sisarum,5268475,916750,99252,372834,372831,652844,,[],species
87526,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Echinacea,,Echinacea purpurea,5268475,916750,99252,1042120,46248,608911,,[],species
88161,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,,Cucurbita ficifolia,5268475,916750,99252,11011,1006267,379277,,[],species
90342,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,,Angelica sylvestris,5268475,916750,99252,372834,372831,428206,,['sibling_higher'],species
90350,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Bifora,,Bifora radians,5268475,916750,99252,372834,372831,1074890,,['sibling_higher'],species
90943,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Smilacaceae,Smilax,,Smilax aspera,5268475,916750,99252,258488,978709,24750,,[],species
91023,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica kellereri,5268475,916750,99252,23736,1041309,507032,,['incertae_sedis'],species
91025,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica fruticans,5268475,916750,99252,23736,1041309,507032,,[],species
91052,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Azorella,,Azorella trifurcata,5268475,916750,99252,372834,372831,1064003,,[],species
91388,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cytisophyllum,,Cytisophyllum sessilifolium,5268475,916750,99252,956360,560323,84897,,[],species
91393,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,,Cytisus scoparius,5268475,916750,99252,956360,560323,91416,,[],species
